continent,country,pop,date,new_cases,new_deaths,total_cases,total_deaths,case_rate,death_rate,region
Asia,Afghanistan,37172386,2019-12-31,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-01,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-02,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-03,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-04,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-05,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-06,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-07,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-08,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-09,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-10,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-11,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-12,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-13,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-14,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-15,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-16,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-17,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-18,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-19,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-20,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-21,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-22,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-23,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-24,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-25,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-26,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-27,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-28,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-29,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-30,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-01-31,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-01,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-02,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-03,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-04,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-05,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-06,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-07,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-08,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-09,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-10,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-11,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-12,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-13,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-14,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-15,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-16,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-17,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-18,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-19,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-20,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-21,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-22,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-23,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-24,0,0,0,0,0,0,X
Asia,Afghanistan,37172386,2020-02-25,1,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-02-26,0,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-02-27,0,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-02-28,0,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-02-29,0,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-03-01,0,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-03-02,0,0,1,0,2.690168987269206e-5,0,X
Asia,Afghanistan,37172386,2020-03-08,3,0,4,0,1.0760675949076824e-4,0,X
Asia,Afghanistan,37172386,2020-03-11,3,0,7,0,1.883118291088444e-4,0,X
Asia,Afghanistan,37172386,2020-03-15,3,0,10,0,2.690168987269206e-4,0,X
Asia,Afghanistan,37172386,2020-03-16,6,0,16,0,4.3042703796307294e-4,0,X
Asia,Afghanistan,37172386,2020-03-17,5,0,21,0,5.649354873265332e-4,0,X
Asia,Afghanistan,37172386,2020-03-18,1,0,22,0,5.918371771992252e-4,0,X
Asia,Afghanistan,37172386,2020-03-19,0,0,22,0,5.918371771992252e-4,0,X
Asia,Afghanistan,37172386,2020-03-20,0,0,22,0,5.918371771992252e-4,0,X
Asia,Afghanistan,37172386,2020-03-21,2,0,24,0,6.456405569446094e-4,0,X
Asia,Afghanistan,37172386,2020-03-22,0,0,24,0,6.456405569446094e-4,0,X
Asia,Afghanistan,37172386,2020-03-23,10,0,34,0,9.1465745567153e-4,0,X
Asia,Afghanistan,37172386,2020-03-24,6,1,40,1,0.0010760675949076824,0.025,X
Asia,Afghanistan,37172386,2020-03-25,2,0,42,1,0.0011298709746530664,0.023809523809523808,X
Asia,Afghanistan,37172386,2020-03-26,33,0,75,1,0.0020176267404519044,0.013333333333333334,X
Asia,Afghanistan,37172386,2020-03-27,0,0,75,1,0.0020176267404519044,0.013333333333333334,X
Asia,Afghanistan,37172386,2020-03-28,16,1,91,2,0.0024480537784149774,0.02197802197802198,X
Asia,Afghanistan,37172386,2020-03-29,15,1,106,3,0.0028515791265053578,0.02830188679245283,X
Asia,Afghanistan,37172386,2020-03-30,8,1,114,4,0.0030667926454868944,0.03508771929824561,X
Asia,Afghanistan,37172386,2020-03-31,27,0,141,4,0.00379313827204958,0.028368794326241134,X
Asia,Afghanistan,37172386,2020-04-01,25,0,166,4,0.004465680518866881,0.024096385542168676,X
Asia,Afghanistan,37172386,2020-04-02,26,0,192,4,0.005165124455556875,0.020833333333333332,X
Asia,Afghanistan,37172386,2020-04-03,43,0,235,4,0.006321897120082633,0.01702127659574468,X
Asia,Afghanistan,37172386,2020-04-04,0,0,235,4,0.006321897120082633,0.01702127659574468,X
Asia,Afghanistan,37172386,2020-04-05,35,1,270,5,0.007263456265626855,0.018518518518518517,X
Asia,Afghanistan,37172386,2020-04-06,29,2,299,7,0.008043605271934927,0.023411371237458192,X
Asia,Afghanistan,37172386,2020-04-07,38,0,337,7,0.009065869487097224,0.020771513353115726,X
Asia,Afghanistan,37172386,2020-04-08,30,4,367,11,0.009872920183277985,0.02997275204359673,X
Asia,Afghanistan,37172386,2020-04-09,56,3,423,14,0.01137941481614874,0.03309692671394799,X
Asia,Afghanistan,37172386,2020-04-10,61,1,484,15,0.013020417898382956,0.030991735537190084,X
Asia,Afghanistan,37172386,2020-04-11,37,0,521,15,0.014015780423672563,0.028790786948176585,X
Asia,Afghanistan,37172386,2020-04-12,34,3,555,18,0.014930437879344092,0.032432432432432434,X
Asia,Afghanistan,37172386,2020-04-13,52,0,607,18,0.01632932575272408,0.029654036243822075,X
Asia,Afghanistan,37172386,2020-04-14,58,3,665,21,0.017889623765340215,0.031578947368421054,X
Asia,Afghanistan,37172386,2020-04-15,49,2,714,23,0.019207806569102127,0.03221288515406162,X
Asia,Afghanistan,37172386,2020-04-16,70,2,784,25,0.021090924860190572,0.03188775510204082,X
Asia,Afghanistan,37172386,2020-04-17,10,4,794,29,0.02135994175891749,0.036523929471032744,X
Asia,Afghanistan,37172386,2020-04-18,51,1,845,30,0.022731927942424787,0.03550295857988166,X
Asia,Afghanistan,37172386,2020-04-19,63,0,908,30,0.02442673440440439,0.03303964757709251,X
Asia,Afghanistan,37172386,2020-04-20,88,3,996,33,0.02679408311320129,0.03313253012048193,X
Asia,Afghanistan,37172386,2020-04-21,35,2,1031,35,0.02773564225874551,0.03394762366634336,X
Asia,Afghanistan,37172386,2020-04-22,61,1,1092,36,0.029376645340979727,0.03296703296703297,X
Asia,Afghanistan,37172386,2020-04-23,84,4,1176,40,0.03163638729028586,0.034013605442176874,X
Asia,Afghanistan,37172386,2020-04-24,105,2,1281,42,0.034461064726918525,0.03278688524590164,X
Asia,Afghanistan,37172386,2020-04-25,70,1,1351,43,0.036344183018006966,0.03182827535159141,X
Asia,Afghanistan,37172386,2020-04-26,112,4,1463,47,0.03935717228374848,0.03212576896787423,X
Asia,Afghanistan,37172386,2020-04-27,68,10,1531,57,0.041186487195091534,0.037230568256041804,X
Asia,Afghanistan,37172386,2020-04-28,172,0,1703,57,0.04581357785319457,0.03347034644744568,X
Asia,Afghanistan,37172386,2020-04-29,124,3,1827,60,0.04914938739740839,0.03284072249589491,X
Asia,Afghanistan,37172386,2020-04-30,122,0,1949,60,0.05243139356187682,0.03078501795792714,X
Asia,Afghanistan,37172386,2020-05-01,222,4,2171,64,0.058403568713614455,0.02947950253339475,X
Asia,Afghanistan,37172386,2020-05-02,164,4,2335,68,0.06281544585273596,0.029122055674518203,X
Asia,Afghanistan,37172386,2020-05-03,134,4,2469,72,0.0664202722956767,0.02916160388821385,X
Asia,Afghanistan,37172386,2020-05-04,235,13,2704,85,0.07274216941575933,0.03143491124260355,X
Asia,Afghanistan,37172386,2020-05-05,190,5,2894,90,0.07785349049157081,0.031098825155494125,X
Asia,Afghanistan,37172386,2020-05-06,330,5,3224,95,0.08673104814955919,0.02946650124069479,X
Asia,Afghanistan,37172386,2020-05-07,168,9,3392,104,0.09125053204817145,0.030660377358490566,X
Asia,Afghanistan,37172386,2020-05-08,171,2,3563,106,0.0958507210164018,0.029750210496772383,X
Asia,Afghanistan,37172386,2020-05-09,215,3,3778,109,0.1016345843390306,0.028851244044467973,X
Asia,Afghanistan,37172386,2020-05-10,255,6,4033,115,0.10849451525656706,0.02851475328539549,X
Asia,Afghanistan,37172386,2020-05-11,369,5,4402,120,0.11842123881959044,0.027260336210813266,X
Asia,Afghanistan,37172386,2020-05-12,285,2,4687,122,0.12608822043330767,0.026029443140601665,X
Asia,Afghanistan,37172386,2020-05-13,280,5,4967,127,0.13362069359766143,0.025568753774914434,X
Asia,Afghanistan,37172386,2020-05-14,259,3,5226,130,0.1405882312746887,0.024875621890547265,X
Asia,Afghanistan,37172386,2020-05-15,113,6,5339,136,0.14362812223030288,0.025472935006555536,X
Asia,Afghanistan,37172386,2020-05-16,1063,32,6402,168,0.17222461856497456,0.026241799437675725,X
Asia,Afghanistan,37172386,2020-05-17,0,0,6402,168,0.17222461856497456,0.026241799437675725,X
Asia,Afghanistan,37172386,2020-05-18,262,1,6664,169,0.17927286131161985,0.02536014405762305,X
Asia,Afghanistan,37172386,2020-05-19,408,4,7072,173,0.19024875077967823,0.02446266968325792,X
Asia,Afghanistan,37172386,2020-05-20,581,5,7653,178,0.2058786325957123,0.023258852737488567,X
Asia,Afghanistan,37172386,2020-05-21,492,9,8145,187,0.2191142640130768,0.02295887047268263,X
Europe,Albania,2866376,2020-03-09,2,0,2,0,6.977451667192302e-4,0,X
Europe,Albania,2866376,2020-03-10,4,0,6,0,0.0020932355001576906,0,X
Europe,Albania,2866376,2020-03-11,4,0,10,0,0.0034887258335961507,0,X
Europe,Albania,2866376,2020-03-12,1,1,11,1,0.0038375984169557653,0.09090909090909091,X
Europe,Albania,2866376,2020-03-13,12,0,23,1,0.008024069417271146,0.043478260869565216,X
Europe,Albania,2866376,2020-03-14,10,0,33,1,0.011512795250867297,0.030303030303030304,X
Europe,Albania,2866376,2020-03-15,5,0,38,1,0.013257158167665371,0.02631578947368421,X
Europe,Albania,2866376,2020-03-16,4,0,42,1,0.014652648501103833,0.023809523809523808,X
Europe,Albania,2866376,2020-03-17,9,0,51,1,0.017792501751340367,0.0196078431372549,X
Europe,Albania,2866376,2020-03-18,4,0,55,1,0.019187992084778827,0.01818181818181818,X
Europe,Albania,2866376,2020-03-19,4,1,59,2,0.020583482418217287,0.03389830508474576,X
Europe,Albania,2866376,2020-03-20,11,0,70,2,0.024421080835173054,0.02857142857142857,X
Europe,Albania,2866376,2020-03-21,0,0,70,2,0.024421080835173054,0.02857142857142857,X
Europe,Albania,2866376,2020-03-22,6,0,76,2,0.026514316335330742,0.02631578947368421,X
Europe,Albania,2866376,2020-03-23,13,0,89,2,0.03104965991900574,0.02247191011235955,X
Europe,Albania,2866376,2020-03-24,11,2,100,4,0.034887258335961506,0.04,X
Europe,Albania,2866376,2020-03-25,23,1,123,5,0.04291132775323265,0.04065040650406504,X
Europe,Albania,2866376,2020-03-26,23,0,146,5,0.0509353971705038,0.03424657534246575,X
Europe,Albania,2866376,2020-03-27,28,1,174,6,0.060703829504573016,0.034482758620689655,X
Europe,Albania,2866376,2020-03-28,12,3,186,9,0.06489030050488839,0.04838709677419355,X
Europe,Albania,2866376,2020-03-29,11,1,197,10,0.06872789892184417,0.050761421319796954,X
Europe,Albania,2866376,2020-03-30,15,0,212,10,0.0739609876722384,0.04716981132075472,X
Europe,Albania,2866376,2020-03-31,11,2,223,12,0.07779858608919415,0.053811659192825115,X
Europe,Albania,2866376,2020-04-01,20,3,243,15,0.08477603775638647,0.06172839506172839,X
Europe,Albania,2866376,2020-04-02,16,0,259,15,0.0903579990901403,0.05791505791505792,X
Europe,Albania,2866376,2020-04-03,18,1,277,16,0.09663770559061338,0.05776173285198556,X
Europe,Albania,2866376,2020-04-04,27,1,304,17,0.10605726534132297,0.05592105263157895,X
Europe,Albania,2866376,2020-04-05,29,2,333,19,0.11617457025875182,0.057057057057057055,X
Europe,Albania,2866376,2020-04-06,28,2,361,21,0.12594300259282104,0.05817174515235457,X
Europe,Albania,2866376,2020-04-07,16,1,377,22,0.13152496392657487,0.058355437665782495,X
Europe,Albania,2866376,2020-04-08,6,0,383,22,0.13361819942673256,0.057441253263707574,X
Europe,Albania,2866376,2020-04-09,17,0,400,22,0.13954903334384602,0.055,X
Europe,Albania,2866376,2020-04-10,9,1,409,23,0.14268888659408258,0.05623471882640587,X
Europe,Albania,2866376,2020-04-11,7,0,416,23,0.14513099467759988,0.055288461538461536,X
Europe,Albania,2866376,2020-04-12,17,0,433,23,0.15106182859471332,0.053117782909930716,X
Europe,Albania,2866376,2020-04-13,13,0,446,23,0.1555971721783883,0.0515695067264574,X
Europe,Albania,2866376,2020-04-14,21,0,467,23,0.16292349642894022,0.04925053533190578,X
Europe,Albania,2866376,2020-04-15,8,1,475,24,0.16571447709581716,0.05052631578947368,X
Europe,Albania,2866376,2020-04-16,19,1,494,25,0.17234305617964985,0.05060728744939271,X
Europe,Albania,2866376,2020-04-17,24,1,518,26,0.1807159981802806,0.05019305019305019,X
Europe,Albania,2866376,2020-04-18,21,0,539,26,0.18804232243083252,0.04823747680890538,X
Europe,Albania,2866376,2020-04-19,9,0,548,26,0.19118217568106904,0.04744525547445255,X
Europe,Albania,2866376,2020-04-20,14,0,562,26,0.19606639184810368,0.046263345195729534,X
Europe,Albania,2866376,2020-04-21,22,0,584,26,0.2037415886820152,0.04452054794520548,X
Europe,Albania,2866376,2020-04-22,25,0,609,26,0.21246340326600557,0.042692939244663386,X
Europe,Albania,2866376,2020-04-23,25,1,634,27,0.22118521784999595,0.04258675078864353,X
Europe,Albania,2866376,2020-04-24,29,0,663,27,0.2313025227674248,0.04072398190045249,X
Europe,Albania,2866376,2020-04-25,15,0,678,27,0.23653561151781902,0.03982300884955752,X
Europe,Albania,2866376,2020-04-26,34,0,712,27,0.24839727935204592,0.037921348314606744,X
Europe,Albania,2866376,2020-04-27,14,1,726,28,0.2532814955190805,0.03856749311294766,X
Europe,Albania,2866376,2020-04-28,10,0,736,28,0.2567702213526767,0.03804347826086957,X
Europe,Albania,2866376,2020-04-29,14,2,750,30,0.26165443751971135,0.04,X
Europe,Albania,2866376,2020-04-30,16,1,766,31,0.2672363988534651,0.04046997389033943,X
Europe,Albania,2866376,2020-05-01,7,0,773,31,0.2696785069369824,0.040103492884864166,X
Europe,Albania,2866376,2020-05-02,9,0,782,31,0.272818360187219,0.03964194373401535,X
Europe,Albania,2866376,2020-05-03,7,0,789,31,0.2752604682707363,0.03929024081115336,X
Europe,Albania,2866376,2020-05-04,6,0,795,31,0.27735370377089397,0.0389937106918239,X
Europe,Albania,2866376,2020-05-05,8,0,803,31,0.2801446844377709,0.038605230386052306,X
Europe,Albania,2866376,2020-05-06,17,0,820,31,0.2860755183548844,0.03780487804878049,X
Europe,Albania,2866376,2020-05-07,12,0,832,31,0.29026198935519976,0.037259615384615384,X
Europe,Albania,2866376,2020-05-08,10,0,842,31,0.2937507151887959,0.03681710213776722,X
Europe,Albania,2866376,2020-05-09,8,0,850,31,0.2965416958556728,0.036470588235294116,X
Europe,Albania,2866376,2020-05-10,6,0,856,31,0.2986349313558305,0.036214953271028034,X
Europe,Albania,2866376,2020-05-11,12,0,868,31,0.3028214023561459,0.03571428571428571,X
Europe,Albania,2866376,2020-05-12,4,0,872,31,0.30421689268958435,0.03555045871559633,X
Europe,Albania,2866376,2020-05-13,4,0,876,31,0.3056123830230228,0.03538812785388128,X
Europe,Albania,2866376,2020-05-14,4,0,880,31,0.30700787335646124,0.035227272727272725,X
Europe,Albania,2866376,2020-05-15,18,0,898,31,0.31328757985693434,0.034521158129175944,X
Europe,Albania,2866376,2020-05-16,18,0,916,31,0.3195672863574074,0.03384279475982533,X
Europe,Albania,2866376,2020-05-17,17,0,933,31,0.32549812027452085,0.03322615219721329,X
Europe,Albania,2866376,2020-05-18,13,0,946,31,0.3300334638581959,0.03276955602536998,X
Europe,Albania,2866376,2020-05-19,2,0,948,31,0.33073120902491504,0.03270042194092827,X
Europe,Albania,2866376,2020-05-20,1,0,949,31,0.3310800816082747,0.032665964172813484,X
Europe,Albania,2866376,2020-05-21,15,0,964,31,0.3363131703586689,0.032157676348547715,X
Africa,Algeria,42228429,2019-12-31,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-01,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-02,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-03,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-04,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-05,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-06,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-07,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-08,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-09,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-10,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-11,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-12,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-13,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-14,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-15,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-16,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-17,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-18,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-19,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-20,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-21,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-22,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-23,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-24,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-25,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-26,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-27,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-28,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-29,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-30,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-01-31,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-01,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-02,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-03,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-04,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-05,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-06,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-07,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-08,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-09,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-10,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-11,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-12,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-13,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-14,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-15,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-16,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-17,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-18,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-19,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-20,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-21,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-22,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-23,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-24,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-25,0,0,0,0,0,0,X
Africa,Algeria,42228429,2020-02-26,1,0,1,0,2.3680729396776753e-5,0,X
Africa,Algeria,42228429,2020-02-27,0,0,1,0,2.3680729396776753e-5,0,X
Africa,Algeria,42228429,2020-02-28,0,0,1,0,2.3680729396776753e-5,0,X
Africa,Algeria,42228429,2020-02-29,0,0,1,0,2.3680729396776753e-5,0,X
Africa,Algeria,42228429,2020-03-01,2,0,3,0,7.104218819033026e-5,0,X
Africa,Algeria,42228429,2020-03-02,0,0,3,0,7.104218819033026e-5,0,X
Africa,Algeria,42228429,2020-03-04,2,0,5,0,1.1840364698388378e-4,0,X
Africa,Algeria,42228429,2020-03-05,7,0,12,0,2.8416875276132106e-4,0,X
Africa,Algeria,42228429,2020-03-06,5,0,17,0,4.0257239974520484e-4,0,X
Africa,Algeria,42228429,2020-03-09,3,0,20,0,4.7361458793553513e-4,0,X
Africa,Algeria,42228429,2020-03-12,0,0,20,0,4.7361458793553513e-4,0,X
Africa,Algeria,42228429,2020-03-13,5,1,25,1,5.920182349194189e-4,0.04,X
Africa,Algeria,42228429,2020-03-14,1,1,26,2,6.156989643161956e-4,0.07692307692307693,X
Africa,Algeria,42228429,2020-03-15,11,0,37,2,8.7618698768074e-4,0.05405405405405406,X
Africa,Algeria,42228429,2020-03-16,11,2,48,4,0.0011366750110452842,0.08333333333333333,X
Africa,Algeria,42228429,2020-03-17,10,0,58,4,0.0013734823050130516,0.06896551724137931,X
Africa,Algeria,42228429,2020-03-18,2,1,60,5,0.0014208437638066052,0.08333333333333333,X
Africa,Algeria,42228429,2020-03-19,12,1,72,6,0.0017050125165679263,0.08333333333333333,X
Africa,Algeria,42228429,2020-03-20,18,1,90,7,0.002131265645709908,0.07777777777777778,X
Africa,Algeria,42228429,2020-03-21,12,3,102,10,0.002415434398471229,0.09803921568627451,X
Africa,Algeria,42228429,2020-03-22,37,5,139,15,0.003291621386151969,0.1079136690647482,X
Africa,Algeria,42228429,2020-03-23,62,2,201,17,0.004759826608752128,0.0845771144278607,X
Africa,Algeria,42228429,2020-03-24,29,0,230,17,0.005446567761258654,0.07391304347826087,X
Africa,Algeria,42228429,2020-03-25,34,2,264,19,0.006251712560749063,0.07196969696969698,X
Africa,Algeria,42228429,2020-03-26,38,2,302,21,0.00715158027782658,0.0695364238410596,X
Africa,Algeria,42228429,2020-03-27,65,4,367,25,0.008690827688617068,0.0681198910081744,X
Africa,Algeria,42228429,2020-03-28,42,1,409,26,0.009685418323281693,0.06356968215158924,X
Africa,Algeria,42228429,2020-03-29,45,3,454,29,0.010751051146136647,0.06387665198237885,X
Africa,Algeria,42228429,2020-03-30,57,2,511,31,0.012100852721752922,0.060665362035225046,X
Africa,Algeria,42228429,2020-03-31,73,4,584,35,0.013829545967717623,0.059931506849315065,X
Africa,Algeria,42228429,2020-04-01,132,9,716,44,0.016955402248092156,0.061452513966480445,X
Africa,Algeria,42228429,2020-04-02,131,14,847,58,0.02005757779906991,0.06847697756788666,X
Africa,Algeria,42228429,2020-04-03,139,5,986,63,0.02334919918522188,0.06389452332657201,X
Africa,Algeria,42228429,2020-04-04,185,42,1171,105,0.027730134123625582,0.089666951323655,X
Africa,Algeria,42228429,2020-04-05,80,25,1251,130,0.02962459247536772,0.10391686650679456,X
Africa,Algeria,42228429,2020-04-06,69,22,1320,152,0.03125856280374532,0.11515151515151516,X
Africa,Algeria,42228429,2020-04-07,103,21,1423,173,0.03369767793161332,0.12157413914265636,X
Africa,Algeria,42228429,2020-04-08,45,20,1468,193,0.03476331075446827,0.13147138964577657,X
Africa,Algeria,42228429,2020-04-09,104,12,1572,205,0.037226106611733055,0.13040712468193386,X
Africa,Algeria,42228429,2020-04-10,94,30,1666,235,0.03945209517503007,0.14105642256902762,X
Africa,Algeria,42228429,2020-04-11,95,21,1761,256,0.04170176446772386,0.14537194775695628,X
Africa,Algeria,42228429,2020-04-12,64,19,1825,275,0.04321733114911758,0.1506849315068493,X
Africa,Algeria,42228429,2020-04-13,89,18,1914,293,0.04532491606543071,0.15308254963427378,X
Africa,Algeria,42228429,2020-04-14,69,20,1983,313,0.046958886393808304,0.1578416540595058,X
Africa,Algeria,42228429,2020-04-15,87,12,2070,325,0.04901910985132788,0.1570048309178744,X
Africa,Algeria,42228429,2020-04-16,90,11,2160,336,0.05115037549703779,0.15555555555555556,X
Africa,Algeria,42228429,2020-04-17,108,12,2268,348,0.053707894271889677,0.15343915343915343,X
Africa,Algeria,42228429,2020-04-18,150,16,2418,364,0.05726000368140619,0.15053763440860216,X
Africa,Algeria,42228429,2020-04-19,117,3,2535,367,0.06003064902082907,0.14477317554240632,X
Africa,Algeria,42228429,2020-04-20,94,8,2629,375,0.06225663758412609,0.14263978699125143,X
Africa,Algeria,42228429,2020-04-21,89,9,2718,384,0.06436422250043923,0.141280353200883,X
Africa,Algeria,42228429,2020-04-22,93,8,2811,392,0.06656653033433946,0.13945215225898258,X
Africa,Algeria,42228429,2020-04-23,99,10,2910,402,0.06891092254462036,0.13814432989690723,X
Africa,Algeria,42228429,2020-04-24,97,5,3007,407,0.0712079532961077,0.13535084802128367,X
Africa,Algeria,42228429,2020-04-25,120,8,3127,415,0.07404964082372091,0.13271506236008954,X
Africa,Algeria,42228429,2020-04-26,129,4,3256,419,0.07710445491590512,0.1286855036855037,X
Africa,Algeria,42228429,2020-04-27,126,6,3382,425,0.08008822681989898,0.12566528681253697,X
