country,continent,region,pop,date,days,cases,cum_cases,case_rate,deaths,cum_deaths,death_rate
Afghanistan,Asia,Southern Asia,38041754,2020-03-08,0,3,4,1.0514762279362829e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-11,3,3,7,1.840083398888495e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-15,7,3,10,2.6286905698407067e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-16,8,6,16,4.2059049117451315e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-17,9,5,21,5.520250196665485e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-18,10,1,22,5.783119253649555e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-19,11,0,22,5.783119253649555e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-20,12,0,22,5.783119253649555e-4,0,0,0
Afghanistan,Asia,Southern Asia,38041754,2020-03-21,13,2,24,6.308857367617697e-4,0,0,0
Albania,Europe,Southern Europe,2880917,2020-03-09,0,2,2,6.942234017849178e-4,0,0,0
Albania,Europe,Southern Europe,2880917,2020-03-10,1,4,6,0.002082670205354753,0,0,0
Albania,Europe,Southern Europe,2880917,2020-03-11,2,4,10,0.003471117008924589,0,0,0
Albania,Europe,Southern Europe,2880917,2020-03-12,3,1,11,0.003818228709817048,1,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-13,4,12,23,0.007983569120526555,0,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-14,5,10,33,0.011454686129451143,0,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-15,6,5,38,0.01319024463391344,0,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-16,7,4,42,0.014578691437483273,0,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-17,8,9,51,0.017702696745515403,0,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-18,9,4,55,0.01909114354908524,0,1,3.471117008924589e-4
Albania,Europe,Southern Europe,2880917,2020-03-19,10,4,59,0.020479590352655074,1,2,6.942234017849178e-4
Albania,Europe,Southern Europe,2880917,2020-03-20,11,11,70,0.024297819062472123,0,2,6.942234017849178e-4
Albania,Europe,Southern Europe,2880917,2020-03-21,12,0,70,0.024297819062472123,0,2,6.942234017849178e-4
Algeria,Africa,Northern Africa,43053054,2020-03-02,0,2,3,6.968146789307908e-5,0,0,0
Algeria,Africa,Northern Africa,43053054,2020-03-04,2,2,5,1.1613577982179847e-4,0,0,0
Algeria,Africa,Northern Africa,43053054,2020-03-05,3,7,12,2.7872587157231634e-4,0,0,0
Algeria,Africa,Northern Africa,43053054,2020-03-06,4,5,17,3.948616513941148e-4,0,0,0
Algeria,Africa,Northern Africa,43053054,2020-03-09,7,3,20,4.645431192871939e-4,0,0,0
Algeria,Africa,Northern Africa,43053054,2020-03-12,10,0,20,4.645431192871939e-4,0,0,0
Algeria,Africa,Northern Africa,43053054,2020-03-13,11,4,24,5.574517431446327e-4,1,1,2.3227155964359696e-5
Algeria,Africa,Northern Africa,43053054,2020-03-14,12,2,26,6.039060550733521e-4,1,2,4.645431192871939e-5
Algeria,Africa,Northern Africa,43053054,2020-03-15,13,11,37,8.594047706813086e-4,0,2,4.645431192871939e-5
Algeria,Africa,Northern Africa,43053054,2020-03-16,14,11,48,0.0011149034862892654,2,4,9.290862385743878e-5
Algeria,Africa,Northern Africa,43053054,2020-03-17,15,12,60,0.0013936293578615817,0,4,9.290862385743878e-5
Algeria,Africa,Northern Africa,43053054,2020-03-18,16,0,60,0.0013936293578615817,1,5,1.1613577982179847e-4
Algeria,Africa,Northern Africa,43053054,2020-03-19,17,13,73,0.0016955823853982575,1,6,1.3936293578615817e-4
Algeria,Africa,Northern Africa,43053054,2020-03-20,18,9,82,0.001904626789077495,1,7,1.6259009175051788e-4
Algeria,Africa,Northern Africa,43053054,2020-03-21,19,12,94,0.0021833526606498113,3,10,2.3227155964359694e-4
Andorra,Europe,Southern Europe,77142,2020-03-14,0,1,2,0.025926213994970315,0,0,0
Andorra,Europe,Southern Europe,77142,2020-03-16,2,3,5,0.06481553498742579,0,0,0
Andorra,Europe,Southern Europe,77142,2020-03-17,3,9,14,0.1814834979647922,0,0,0
Andorra,Europe,Southern Europe,77142,2020-03-18,4,0,14,0.1814834979647922,0,0,0
Andorra,Europe,Southern Europe,77142,2020-03-19,5,39,53,0.6870446708667134,0,0,0
Andorra,Europe,Southern Europe,77142,2020-03-20,6,22,75,0.9722330248113867,0,0,0
Andorra,Europe,Southern Europe,77142,2020-03-21,7,0,75,0.9722330248113867,0,0,0
Argentina,Americas,South America,44780677,2020-03-06,0,1,2,4.4662120673164454e-5,0,0,0
Argentina,Americas,South America,44780677,2020-03-07,1,6,8,1.7864848269265782e-4,0,0,0
Argentina,Americas,South America,44780677,2020-03-08,2,1,9,2.0097954302924007e-4,1,1,2.2331060336582227e-5
Argentina,Americas,South America,44780677,2020-03-09,3,3,12,2.679727240389867e-4,0,1,2.2331060336582227e-5
Argentina,Americas,South America,44780677,2020-03-11,5,7,19,4.242901463950623e-4,0,1,2.2331060336582227e-5
Argentina,Americas,South America,44780677,2020-03-13,7,12,31,6.922628704340491e-4,0,1,2.2331060336582227e-5
Argentina,Americas,South America,44780677,2020-03-14,8,3,34,7.592560514437958e-4,1,2,4.4662120673164454e-5
Argentina,Americas,South America,44780677,2020-03-15,9,11,45,0.0010048977151462001,0,2,4.4662120673164454e-5
Argentina,Americas,South America,44780677,2020-03-16,10,11,56,0.0012505393788486046,0,2,4.4662120673164454e-5
Argentina,Americas,South America,44780677,2020-03-17,11,9,65,0.0014515189218778448,0,2,4.4662120673164454e-5
Argentina,Americas,South America,44780677,2020-03-18,12,14,79,0.001764153766589996,0,2,4.4662120673164454e-5
Argentina,Americas,South America,44780677,2020-03-19,13,18,97,0.002166112852648476,0,2,4.4662120673164454e-5
Argentina,Americas,South America,44780677,2020-03-20,14,31,128,0.002858375723082525,1,3,6.699318100974667e-5
Argentina,Americas,South America,44780677,2020-03-21,15,30,158,0.003528307533179992,0,3,6.699318100974667e-5
Armenia,Asia,Western Asia,2957731,2020-03-12,0,3,4,0.0013523880298783088,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-13,1,2,6,0.0020285820448174632,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-14,2,7,13,0.004395261097104503,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-15,3,7,20,0.0067619401493915435,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-16,4,10,30,0.010142910224087316,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-17,5,22,52,0.017581044388418014,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-18,6,26,78,0.02637156658262702,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-19,7,37,115,0.03888115585900137,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-20,8,7,122,0.04124783491128842,0,0,0
Armenia,Asia,Western Asia,2957731,2020-03-21,9,14,136,0.045981193015862495,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-01-26,0,3,4,1.5871001767315404e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-01-27,1,0,4,1.5871001767315404e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-01-28,2,0,4,1.5871001767315404e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-01-29,3,0,4,1.5871001767315404e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-01-30,4,2,6,2.3806502650973102e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-01-31,5,1,7,2.777425309280195e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-01,6,2,9,3.5709753976459653e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-02,7,2,11,4.3645254860117354e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-03,8,0,11,4.3645254860117354e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-04,9,0,11,4.3645254860117354e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-05,10,1,12,4.7613005301946204e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-06,11,1,13,5.158075574377505e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-07,12,1,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-08,13,0,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-09,14,0,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-10,15,0,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-11,16,0,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-12,17,0,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-13,18,0,14,5.55485061856039e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-14,19,1,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-15,20,0,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-16,21,0,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-17,22,0,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-18,23,0,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-19,24,0,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-20,25,0,15,5.951625662743276e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-21,26,2,17,6.745175751109046e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-22,27,4,21,8.332275927840587e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-23,28,1,22,8.729050972023471e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-24,29,0,22,8.729050972023471e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-25,30,0,22,8.729050972023471e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-26,31,0,22,8.729050972023471e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-27,32,1,23,9.125826016206356e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-28,33,0,23,9.125826016206356e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-02-29,34,2,25,9.919376104572126e-4,0,0,0
Australia,Oceania,Australia and New Zealand,25203198,2020-03-01,35,1,26,0.001031615114875501,1,1,3.967750441828851e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-02,36,3,29,0.0011506476281303666,0,1,3.967750441828851e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-03,37,4,33,0.0013093576458035206,0,1,3.967750441828851e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-04,38,8,41,0.0016267776811498289,0,1,3.967750441828851e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-05,39,11,52,0.002063230229751002,1,2,7.935500883657702e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-06,40,7,59,0.0023409727606790217,0,2,7.935500883657702e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-07,41,4,63,0.002499682778352176,0,2,7.935500883657702e-5
Australia,Oceania,Australia and New Zealand,25203198,2020-03-08,42,11,74,0.0029361353269533493,1,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-09,43,6,80,0.0031742003534630803,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-10,44,20,100,0.00396775044182885,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-11,45,12,112,0.004443880494848312,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-12,46,14,126,0.004999365556704352,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-13,47,30,156,0.0061896906892530065,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-14,48,41,197,0.007816468370402835,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-15,49,52,249,0.009879698600153837,0,3,1.1903251325486551e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-16,50,49,298,0.011823896316649976,2,5,1.9838752209144252e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-17,51,77,375,0.014879064156858189,0,5,1.9838752209144252e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-18,52,79,454,0.01801358700590298,0,5,1.9838752209144252e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-19,53,111,565,0.022417789996333006,1,6,2.3806502650973102e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-20,54,144,709,0.02813135063256655,0,6,2.3806502650973102e-4
Australia,Oceania,Australia and New Zealand,25203198,2020-03-21,55,165,874,0.034678138861584155,1,7,2.777425309280195e-4
Austria,Europe,Western Europe,8955102,2020-02-26,0,2,2,2.2333637294136906e-4,0,0,0
Austria,Europe,Western Europe,8955102,2020-02-27,1,0,2,2.2333637294136906e-4,0,0,0
Austria,Europe,Western Europe,8955102,2020-02-28,2,3,5,5.583409323534226e-4,0,0,0
Austria,Europe,Western Europe,8955102,2020-02-29,3,2,7,7.816773052947918e-4,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-01,4,3,10,0.0011166818647068452,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-02,5,4,14,0.0015633546105895835,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-03,6,4,18,0.0020100273564723214,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-04,7,6,24,0.0026800364752964287,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-05,8,5,29,0.0032383774076498516,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-06,9,12,41,0.004578395645298066,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-07,10,33,74,0.008263445798830656,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-08,11,25,99,0.01105515046059777,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-09,12,3,102,0.011390155020009823,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-10,13,29,131,0.014628532427659675,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-11,14,51,182,0.020323609937664584,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-12,15,64,246,0.027470373871788398,0,0,0
Austria,Europe,Western Europe,8955102,2020-03-13,16,115,361,0.04031221531591712,1,1,1.1166818647068453e-4
Austria,Europe,Western Europe,8955102,2020-03-14,17,143,504,0.05628076598122501,0,1,1.1166818647068453e-4
Austria,Europe,Western Europe,8955102,2020-03-15,18,151,655,0.07314266213829837,0,1,1.1166818647068453e-4
Austria,Europe,Western Europe,8955102,2020-03-16,19,205,860,0.0960346403647887,0,1,1.1166818647068453e-4
Austria,Europe,Western Europe,8955102,2020-03-17,20,156,1016,0.1134548774542155,2,3,3.350045594120536e-4
Austria,Europe,Western Europe,8955102,2020-03-18,21,316,1332,0.1487420243789518,0,3,3.350045594120536e-4
Austria,Europe,Western Europe,8955102,2020-03-19,22,314,1646,0.18380583493074673,1,4,4.466727458827381e-4
Austria,Europe,Western Europe,8955102,2020-03-20,23,550,2196,0.24522333748962324,2,6,6.700091188241072e-4
Austria,Europe,Western Europe,8955102,2020-03-21,24,453,2649,0.29580902596084335,0,6,6.700091188241072e-4
Azerbaijan,Asia,Western Asia,10047718,2020-03-02,0,2,3,2.985752585811027e-4,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-06,4,3,6,5.971505171622054e-4,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-07,5,3,9,8.957257757433081e-4,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-11,9,2,11,0.0010947759481307099,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-12,10,2,13,0.0012938261205181116,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-13,11,0,13,0.0012938261205181116,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-15,13,6,19,0.001890976637680317,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-16,14,0,19,0.001890976637680317,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-17,15,0,19,0.001890976637680317,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-18,16,9,28,0.002786702413423625,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-19,17,6,34,0.0033838529305858303,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-20,18,10,44,0.0043791037925228395,0,0,0
Azerbaijan,Asia,Western Asia,10047718,2020-03-21,19,0,44,0.0043791037925228395,1,1,9.95250861937009e-5
Bahamas,Americas,Caribbean,389482,2020-03-20,0,2,3,0.007702538243102378,0,0,0
Bahamas,Americas,Caribbean,389482,2020-03-21,1,1,4,0.01027005099080317,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-02-25,0,1,2,0.0012186413124279478,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-02-26,1,21,23,0.0140143750929214,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-02-27,2,10,33,0.020107581655061137,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-02-28,3,0,33,0.020107581655061137,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-02-29,4,5,38,0.02315418493613101,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-01,5,3,41,0.02498214690477293,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-02,6,6,47,0.028638070842056777,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-04,8,2,49,0.029856712154484724,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-05,9,3,52,0.031684674123126644,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-06,10,0,52,0.031684674123126644,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-07,11,4,56,0.03412195674798254,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-08,12,7,63,0.038387201341480354,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-09,13,16,79,0.04813633184090394,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-10,14,30,109,0.06641595152732316,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-11,15,1,110,0.06702527218353713,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-12,16,52,162,0.09870994630666377,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-13,17,0,162,0.09870994630666377,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-14,18,48,210,0.1279573378049345,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-15,19,1,211,0.1285666584611485,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-16,20,3,214,0.13039462042979041,0,0,0
Bahrain,Asia,Western Asia,1641172,2020-03-17,21,7,221,0.13465986502328825,1,1,6.093206562139739e-4
Bahrain,Asia,Western Asia,1641172,2020-03-18,22,16,237,0.14440899552271183,0,1,6.093206562139739e-4
Bahrain,Asia,Western Asia,1641172,2020-03-19,23,19,256,0.15598608799077732,0,1,6.093206562139739e-4
Bahrain,Asia,Western Asia,1641172,2020-03-20,24,13,269,0.163907256521559,0,1,6.093206562139739e-4
Bahrain,Asia,Western Asia,1641172,2020-03-21,25,16,285,0.17365638702098257,0,1,6.093206562139739e-4
Bangladesh,Asia,Southern Asia,163046161,2020-03-09,0,3,3,1.839969724892817e-5,0,0,0
Bangladesh,Asia,Southern Asia,163046161,2020-03-15,6,0,3,1.839969724892817e-5,0,0,0
Bangladesh,Asia,Southern Asia,163046161,2020-03-17,8,2,5,3.0666162081546956e-5,0,0,0
Bangladesh,Asia,Southern Asia,163046161,2020-03-18,9,3,8,4.906585933047513e-5,0,0,0
Bangladesh,Asia,Southern Asia,163046161,2020-03-19,10,2,10,6.133232416309391e-5,0,0,0
Bangladesh,Asia,Southern Asia,163046161,2020-03-20,11,0,10,6.133232416309391e-5,0,0,0
Bangladesh,Asia,Southern Asia,163046161,2020-03-21,12,7,17,1.0426495107725965e-4,0,0,0
Barbados,Americas,Caribbean,287025,2020-03-20,0,1,2,0.006968034143367302,0,0,0
Barbados,Americas,Caribbean,287025,2020-03-21,1,4,6,0.02090410243010191,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-04,0,3,4,4.2317245832835664e-4,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-05,1,2,6,6.347586874925349e-4,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-11,7,3,9,9.521380312388025e-4,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-12,8,3,12,0.0012695173749850699,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-13,9,9,21,0.0022216554062238726,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-16,12,6,27,0.0028564140937164073,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-17,13,9,36,0.00380855212495521,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-18,14,0,36,0.00380855212495521,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-19,15,10,46,0.004866483270776101,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-20,16,11,57,0.006030207531179082,0,0,0
Belarus,Europe,Eastern Europe,9452411,2020-03-21,17,0,57,0.006030207531179082,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-02,0,1,2,1.7332031813291034e-4,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-03,1,6,8,6.932812725316414e-4,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-04,2,5,13,0.0011265820678639173,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-05,3,10,23,0.001993183658528469,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-06,4,27,50,0.004333007953322759,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-07,5,59,109,0.009445957338243613,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-08,6,60,169,0.014645566882230922,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-09,7,31,200,0.017332031813291036,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-10,8,39,239,0.020711778016882787,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-11,9,28,267,0.02313826247074353,0,0,0
Belgium,Europe,Western Europe,11539328,2020-03-12,10,47,314,0.02721128994686692,3,3,2.599804771993655e-4
Belgium,Europe,Western Europe,11539328,2020-03-13,11,85,399,0.034577403467515616,0,3,2.599804771993655e-4
Belgium,Europe,Western Europe,11539328,2020-03-14,12,160,559,0.04844302891814844,0,3,2.599804771993655e-4
Belgium,Europe,Western Europe,11539328,2020-03-15,13,130,689,0.059708849596787614,1,4,3.466406362658207e-4
Belgium,Europe,Western Europe,11539328,2020-03-16,14,197,886,0.07678090093287927,0,4,3.466406362658207e-4
Belgium,Europe,Western Europe,11539328,2020-03-17,15,199,1085,0.09402627258710386,1,5,4.3330079533227586e-4
Belgium,Europe,Western Europe,11539328,2020-03-18,16,158,1243,0.10771857771960378,0,5,4.3330079533227586e-4
Belgium,Europe,Western Europe,11539328,2020-03-19,17,243,1486,0.1287769963727524,9,14,0.0012132422269303725
Belgium,Europe,Western Europe,11539328,2020-03-20,18,309,1795,0.15555498552428704,7,21,0.0018198633403955587
Belgium,Europe,Western Europe,11539328,2020-03-21,19,462,2257,0.1955919790129893,16,37,0.0032064258854588414
Benin,Africa,Western Africa,11801151,2020-03-20,0,1,2,1.69474994430628e-4,0,0,0
Benin,Africa,Western Africa,11801151,2020-03-21,1,0,2,1.69474994430628e-4,0,0,0
Bermuda,Americas,Northern America,62506,2020-03-20,0,2,2,0.031996928294883695,0,0,0
Bermuda,Americas,Northern America,62506,2020-03-21,1,0,2,0.031996928294883695,0,0,0
Bhutan,Asia,Southern Asia,763092,2020-03-21,0,1,2,0.0026209159577089,0,0,0
Bolivia,Americas,South America,11513100,2020-03-12,0,2,2,1.7371515925337225e-4,0,0,0
Bolivia,Americas,South America,11513100,2020-03-13,1,1,3,2.6057273888005836e-4,0,0,0
Bolivia,Americas,South America,11513100,2020-03-14,2,7,10,8.685757962668613e-4,0,0,0
Bolivia,Americas,South America,11513100,2020-03-15,3,0,10,8.685757962668613e-4,0,0,0
Bolivia,Americas,South America,11513100,2020-03-17,5,1,11,9.554333758935474e-4,0,0,0
Bolivia,Americas,South America,11513100,2020-03-18,6,1,12,0.0010422909555202334,0,0,0
Bolivia,Americas,South America,11513100,2020-03-19,7,0,12,0.0010422909555202334,0,0,0
Bolivia,Americas,South America,11513100,2020-03-20,8,3,15,0.0013028636944002918,0,0,0
Bolivia,Americas,South America,11513100,2020-03-21,9,4,19,0.0016502940129070364,0,0,0
Brazil,Americas,South America,211049527,2020-03-01,0,1,2,9.476448625255624e-6,0,0,0
Brazil,Americas,South America,211049527,2020-03-02,1,0,2,9.476448625255624e-6,0,0,0
Brazil,Americas,South America,211049527,2020-03-05,4,1,3,1.4214672937883438e-5,0,0,0
Brazil,Americas,South America,211049527,2020-03-06,5,5,8,3.79057945010225e-5,0,0,0
Brazil,Americas,South America,211049527,2020-03-07,6,5,13,6.159691606416156e-5,0,0,0
Brazil,Americas,South America,211049527,2020-03-08,7,0,13,6.159691606416156e-5,0,0,0
Brazil,Americas,South America,211049527,2020-03-09,8,12,25,1.1845560781569531e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-11,10,9,34,1.6109962662934563e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-12,11,18,52,2.4638766425664625e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-13,12,25,77,3.648432720723416e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-14,13,21,98,4.643459826375256e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-15,14,23,121,5.733251418279654e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-16,15,79,200,9.476448625255625e-4,0,0,0
Brazil,Americas,South America,211049527,2020-03-17,16,34,234,0.001108744489154908,0,0,0
Brazil,Americas,South America,211049527,2020-03-18,17,57,291,0.0013788232749746936,1,1,4.738224312627812e-6
Brazil,Americas,South America,211049527,2020-03-19,18,137,428,0.0020279600058047036,3,4,1.895289725051125e-5
Brazil,Americas,South America,211049527,2020-03-20,19,193,621,0.0029424372981418714,2,6,2.8429345875766875e-5
Brazil,Americas,South America,211049527,2020-03-21,20,283,904,0.004283354778615542,5,11,5.212046743890594e-5
Bulgaria,Europe,Eastern Europe,7000119,2020-03-08,0,2,2,2.857094286539986e-4,0,0,0
Bulgaria,Europe,Eastern Europe,7000119,2020-03-09,1,2,4,5.714188573079972e-4,0,0,0
Bulgaria,Europe,Eastern Europe,7000119,2020-03-12,4,3,7,9.99983000288995e-4,1,1,1.428547143269993e-4
Bulgaria,Europe,Eastern Europe,7000119,2020-03-13,5,16,23,0.0032856584295209838,0,1,1.428547143269993e-4
Bulgaria,Europe,Eastern Europe,7000119,2020-03-14,6,8,31,0.004428496144136978,0,1,1.428547143269993e-4
Bulgaria,Europe,Eastern Europe,7000119,2020-03-15,7,10,41,0.005857043287406972,1,2,2.857094286539986e-4
Bulgaria,Europe,Eastern Europe,7000119,2020-03-16,8,10,51,0.007285590430676964,0,2,2.857094286539986e-4
