country,continent,region,pop,date,days,cases,cum_cases,case_rate,deaths,cum_deaths,death_rate
Japan,Asia,Eastern Asia,126860301,2020-02-29,36,20,230,0.0018130179274917534,0,3,2.364805992380548e-5
Japan,Asia,Eastern Asia,126860301,2020-03-01,37,9,239,0.0018839621072631698,2,5,3.9413433206342465e-5
Japan,Asia,Eastern Asia,126860301,2020-03-02,38,15,254,0.002002202406882197,1,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-03,39,0,254,0.002002202406882197,0,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-04,40,14,268,0.002112560019859956,0,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-05,41,49,317,0.0024988116652821125,0,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-06,42,32,349,0.002751057637802704,0,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-07,43,59,408,0.003216136149637545,0,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-08,44,47,455,0.0035866224217771642,0,6,4.729611984761096e-5
Japan,Asia,Eastern Asia,126860301,2020-03-09,45,33,488,0.003846751080939025,1,7,5.517880648887945e-5
Japan,Asia,Eastern Asia,126860301,2020-03-10,46,26,514,0.0040517009336120055,2,9,7.094417977141643e-5
Japan,Asia,Eastern Asia,126860301,2020-03-11,47,54,568,0.004477366012240504,3,12,9.459223969522191e-5
Japan,Asia,Eastern Asia,126860301,2020-03-12,48,51,619,0.004879383030945197,3,15,1.1824029961902739e-4
Japan,Asia,Eastern Asia,126860301,2020-03-13,49,56,675,0.005320813482856233,4,19,1.4977104618410137e-4
Japan,Asia,Eastern Asia,126860301,2020-03-14,50,62,737,0.005809540054614879,2,21,1.6553641946663835e-4
Japan,Asia,Eastern Asia,126860301,2020-03-15,51,43,780,0.006148495580189425,1,22,1.7341910610790685e-4
Japan,Asia,Eastern Asia,126860301,2020-03-16,52,34,814,0.006416506925992553,2,24,1.8918447939044383e-4
Japan,Asia,Eastern Asia,126860301,2020-03-17,53,10,824,0.006495333792405238,4,28,2.207152259555178e-4
Japan,Asia,Eastern Asia,126860301,2020-03-18,54,5,829,0.00653474722561158,0,28,2.207152259555178e-4
Japan,Asia,Eastern Asia,126860301,2020-03-19,55,44,873,0.006881585437827394,1,29,2.285979125967863e-4
Japan,Asia,Eastern Asia,126860301,2020-03-20,56,77,950,0.007488552309205068,4,33,2.601286591618603e-4
Japan,Asia,Eastern Asia,126860301,2020-03-21,57,57,1007,0.007937865447757372,2,35,2.7589403244439726e-4
Jordan,Asia,Western Asia,10101694,2020-03-16,0,14,15,0.0014848994633969313,0,0,0
Jordan,Asia,Western Asia,10101694,2020-03-17,1,1,16,0.0015838927609567266,0,0,0
Jordan,Asia,Western Asia,10101694,2020-03-18,2,19,35,0.0034647654145928395,0,0,0
Jordan,Asia,Western Asia,10101694,2020-03-19,3,17,52,0.005147651473109361,0,0,0
Jordan,Asia,Western Asia,10101694,2020-03-20,4,4,56,0.005543624663348543,0,0,0
Jordan,Asia,Western Asia,10101694,2020-03-21,5,13,69,0.006830537531625883,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-15,0,6,6,3.2342525456397506e-4,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-16,1,3,9,4.8513788184596264e-4,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-17,2,2,11,5.929463000339543e-4,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-18,3,22,33,0.0017788389001018629,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-19,4,4,37,0.001994455736477846,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-20,5,12,49,0.0026413062456057965,0,0,0
Kazakhstan,Asia,Central Asia,18551427,2020-03-21,6,4,53,0.00285692308198178,0,0,0
Kenya,Africa,Eastern Africa,52573973,2020-03-16,0,2,3,5.706245559946554e-5,0,0,0
Kenya,Africa,Eastern Africa,52573973,2020-03-17,1,0,3,5.706245559946554e-5,0,0,0
Kenya,Africa,Eastern Africa,52573973,2020-03-18,2,1,4,7.608327413262071e-5,0,0,0
Kenya,Africa,Eastern Africa,52573973,2020-03-19,3,3,7,1.3314572973208624e-4,0,0,0
Kenya,Africa,Eastern Africa,52573973,2020-03-20,4,0,7,1.3314572973208624e-4,0,0,0
Kenya,Africa,Eastern Africa,52573973,2020-03-21,5,0,7,1.3314572973208624e-4,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-02-24,0,3,3,7.130831504869288e-4,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-02-25,1,2,5,0.0011884719174782147,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-02-26,2,6,11,0.0026146382184520723,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-02-27,3,15,26,0.006180053970886716,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-02-28,4,17,43,0.010220858490312647,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-02-29,5,2,45,0.010696247257303932,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-01,6,0,45,0.010696247257303932,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-02,7,1,46,0.010933941640799576,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-03,8,10,56,0.013310885475756006,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-06,11,2,58,0.01378627424274729,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-08,13,3,61,0.01449935739323422,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-09,14,3,64,0.015212440543721149,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-10,15,1,65,0.015450134927216792,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-11,16,4,69,0.016400912461199364,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-12,17,3,72,0.017113995611686292,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-13,18,8,80,0.019015550679651435,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-14,19,20,100,0.023769438349564295,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-15,20,4,104,0.024720215883546864,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-16,21,8,112,0.02662177095151201,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-17,22,11,123,0.029236409169964082,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-18,23,7,130,0.030900269854433584,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-19,24,12,142,0.033752602456381293,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-20,25,6,148,0.03517876875735516,0,0,0
Kuwait,Asia,Western Asia,4207083,2020-03-21,26,11,159,0.03779340697580723,0,0,0
Kyrgyzstan,Asia,Central Asia,6415850,2020-03-19,0,3,3,4.6759197923891614e-4,0,0,0
Kyrgyzstan,Asia,Central Asia,6415850,2020-03-20,1,3,6,9.351839584778323e-4,0,0,0
Kyrgyzstan,Asia,Central Asia,6415850,2020-03-21,2,0,6,9.351839584778323e-4,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-08,0,1,2,0.0010489090559136706,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-09,1,1,3,0.001573363583870506,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-10,2,3,6,0.003146727167741012,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-11,3,2,8,0.004195636223654682,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-12,4,2,10,0.0052445452795683535,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-13,5,6,16,0.008391272447309365,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-14,6,3,19,0.00996463603117987,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-15,7,7,26,0.013635817726877717,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-16,8,5,31,0.016258090366661895,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-17,9,5,36,0.01888036300644607,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-18,10,25,61,0.03199172620536695,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-19,11,10,71,0.03723627148493531,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-20,12,15,86,0.04510308940428784,0,0,0
Latvia,Europe,Northern Europe,1906743,2020-03-21,13,25,111,0.05821445260320872,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-02-27,0,1,2,2.917274979276408e-4,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-02-28,1,1,3,4.3759124689146114e-4,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-02-29,2,0,3,4.3759124689146114e-4,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-01,3,1,4,5.834549958552816e-4,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-02,4,6,10,0.001458637489638204,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-03,5,3,13,0.0018962287365296652,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-06,8,3,16,0.002333819983421126,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-07,9,6,22,0.0032090024772040487,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-09,11,10,32,0.004667639966842252,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-10,12,9,41,0.005980413707516636,0,0,0
Lebanon,Asia,Western Asia,6855713,2020-03-11,13,0,41,0.005980413707516636,1,1,1.458637489638204e-4
Lebanon,Asia,Western Asia,6855713,2020-03-12,14,20,61,0.008897688686793043,1,2,2.917274979276408e-4
Lebanon,Asia,Western Asia,6855713,2020-03-13,15,5,66,0.009627007431612145,0,2,2.917274979276408e-4
Lebanon,Asia,Western Asia,6855713,2020-03-15,17,27,93,0.013565328653635297,1,3,4.3759124689146114e-4
Lebanon,Asia,Western Asia,6855713,2020-03-16,18,6,99,0.01444051114741822,0,3,4.3759124689146114e-4
Lebanon,Asia,Western Asia,6855713,2020-03-17,19,21,120,0.017503649875658445,0,3,4.3759124689146114e-4
Lebanon,Asia,Western Asia,6855713,2020-03-18,20,0,120,0.017503649875658445,0,3,4.3759124689146114e-4
Lebanon,Asia,Western Asia,6855713,2020-03-19,21,13,133,0.01939987861218811,1,4,5.834549958552816e-4
Lebanon,Asia,Western Asia,6855713,2020-03-20,22,16,149,0.021733698595609238,0,4,5.834549958552816e-4
Lebanon,Asia,Western Asia,6855713,2020-03-21,23,14,163,0.023775791081102723,0,4,5.834549958552816e-4
Liberia,Africa,Western Africa,4937374,2020-03-18,0,1,2,4.050736282080312e-4,0,0,0
Liberia,Africa,Western Africa,4937374,2020-03-19,1,0,2,4.050736282080312e-4,0,0,0
Liberia,Africa,Western Africa,4937374,2020-03-20,2,0,2,4.050736282080312e-4,0,0,0
Liberia,Africa,Western Africa,4937374,2020-03-21,3,0,2,4.050736282080312e-4,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-12,0,2,3,0.07890791446382071,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-13,1,1,4,0.10521055261842763,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-14,2,0,4,0.10521055261842763,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-15,3,0,4,0.10521055261842763,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-16,4,3,7,0.18411846708224835,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-17,5,0,7,0.18411846708224835,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-18,6,0,7,0.18411846708224835,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-19,7,18,25,0.6575659538651727,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-20,8,0,25,0.6575659538651727,0,0,0
Liechtenstein,Europe,Western Europe,38019,2020-03-21,9,9,34,0.8942896972566349,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-11,0,2,3,0.0010871034382545176,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-12,1,0,3,0.0010871034382545176,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-14,3,3,6,0.002174206876509035,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-15,4,3,9,0.0032613103147635532,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-16,5,5,14,0.005073149378521082,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-17,6,3,17,0.0061602528167756,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-18,7,8,25,0.009059195318787646,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-19,8,8,33,0.011958137820799694,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-20,9,15,48,0.01739365501207228,0,0,0
Lithuania,Europe,Northern Europe,2759627,2020-03-21,10,21,69,0.025003379079853907,1,1,3.6236781275150596e-4
Luxembourg,Europe,Western Europe,615729,2020-03-07,0,2,3,0.004872273354024254,0,0,0
Luxembourg,Europe,Western Europe,615729,2020-03-09,2,2,5,0.008120455590040423,0,0,0
Luxembourg,Europe,Western Europe,615729,2020-03-11,4,2,7,0.011368637826056592,0,0,0
Luxembourg,Europe,Western Europe,615729,2020-03-12,5,0,7,0.011368637826056592,0,0,0
Luxembourg,Europe,Western Europe,615729,2020-03-13,6,19,26,0.0422263690682102,0,0,0
Luxembourg,Europe,Western Europe,615729,2020-03-14,7,12,38,0.06171546248430721,1,1,0.0016240911180080847
Luxembourg,Europe,Western Europe,615729,2020-03-16,9,39,77,0.1250550160866225,0,1,0.0016240911180080847
Luxembourg,Europe,Western Europe,615729,2020-03-17,10,4,81,0.13155138055865487,0,1,0.0016240911180080847
Luxembourg,Europe,Western Europe,615729,2020-03-18,11,59,140,0.22737275652113187,0,1,0.0016240911180080847
Luxembourg,Europe,Western Europe,615729,2020-03-19,12,70,210,0.3410591347816978,1,2,0.0032481822360161693
Luxembourg,Europe,Western Europe,615729,2020-03-20,13,135,345,0.5603114357127893,2,4,0.006496364472032339
Luxembourg,Europe,Western Europe,615729,2020-03-21,14,139,484,0.7860601011159131,1,5,0.008120455590040423
Madagascar,Africa,Eastern Africa,26969307,2020-03-21,0,3,3,1.112375635013536e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-25,0,3,3,9.389736898633128e-5,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-26,1,1,4,1.25196491981775e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-27,2,0,4,1.25196491981775e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-28,3,0,4,1.25196491981775e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-29,4,3,7,2.1909386096810628e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-30,5,0,7,2.1909386096810628e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-01-31,6,1,8,2.5039298396355e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-01,7,0,8,2.5039298396355e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-02,8,0,8,2.5039298396355e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-03,9,0,8,2.5039298396355e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-04,10,0,8,2.5039298396355e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-05,11,2,10,3.1299122995443753e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-06,12,2,12,3.755894759453251e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-07,13,2,14,4.3818772193621256e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-08,14,1,15,4.6948684493165635e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-09,15,1,16,5.007859679271e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-10,16,2,18,5.633842139179876e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-11,17,0,18,5.633842139179876e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-12,18,0,18,5.633842139179876e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-13,19,0,18,5.633842139179876e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-14,20,1,19,5.946833369134313e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-15,21,2,21,6.572815829043189e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-16,22,1,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-17,23,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-18,24,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-19,25,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-20,26,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-21,27,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-22,28,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-23,29,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-24,30,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-25,31,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-26,32,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-27,33,0,22,6.885807058997626e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-28,34,1,23,7.198798288952064e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-02-29,35,2,25,7.824780748860938e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-01,36,0,25,7.824780748860938e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-02,37,4,29,9.076745668678689e-4,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-04,39,7,36,0.0011267684278359752,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-05,40,14,50,0.0015649561497721877,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-06,41,0,50,0.0015649561497721877,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-07,42,33,83,0.0025978272086218317,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-08,43,10,93,0.0029108184385762694,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-09,44,6,99,0.003098613176548932,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-10,45,18,117,0.0036619973904669194,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-11,46,12,129,0.004037586866412245,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-12,47,20,149,0.00466356932632112,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-13,48,9,158,0.0049452614332801135,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-14,49,39,197,0.00616592723010242,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-15,50,41,238,0.007449191272915614,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-16,51,190,428,0.013396024642049928,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-17,52,125,553,0.017308415016480398,0,0,0
Malaysia,Asia,South-eastern Asia,31949777,2020-03-18,53,120,673,0.021064309775933647,2,2,6.25982459908875e-5
Malaysia,Asia,South-eastern Asia,31949777,2020-03-19,54,117,790,0.024726307166400566,0,2,6.25982459908875e-5
Malaysia,Asia,South-eastern Asia,31949777,2020-03-20,55,110,900,0.02816921069589938,0,2,6.25982459908875e-5
Malaysia,Asia,South-eastern Asia,31949777,2020-03-21,56,130,1030,0.03223809668530707,0,2,6.25982459908875e-5
Maldives,Asia,Southern Asia,530953,2020-03-08,0,2,2,0.0037668117516993027,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-09,1,2,4,0.0075336235033986055,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-11,3,2,6,0.011300435255097909,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-12,4,2,8,0.015067247006797211,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-14,6,1,9,0.016950652882646862,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-15,7,0,9,0.016950652882646862,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-16,8,4,13,0.02448427638604547,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-17,9,0,13,0.02448427638604547,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-18,10,0,13,0.02448427638604547,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-19,11,0,13,0.02448427638604547,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-20,12,0,13,0.02448427638604547,0,0,0
Maldives,Asia,Southern Asia,530953,2020-03-21,13,0,13,0.02448427638604547,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-08,0,3,3,0.006812422224846267,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-10,2,1,4,0.009083229633128355,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-12,4,2,6,0.013624844449692534,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-13,5,3,9,0.0204372666745388,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-14,6,3,12,0.027249688899385067,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-15,7,6,18,0.0408745333490776,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-16,8,3,21,0.04768695557392386,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-17,9,9,30,0.06812422224846267,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-18,10,8,38,0.08629068151471937,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-19,11,10,48,0.10899875559754027,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-20,12,5,53,0.12035279263895071,0,0,0
Malta,Europe,Southern Europe,440372,2020-03-21,13,11,64,0.14533167413005368,0,0,0
Mauritania,Africa,Western Africa,4525696,2020-03-20,0,1,2,4.419209774584948e-4,0,0,0
Mauritania,Africa,Western Africa,4525696,2020-03-21,1,0,2,4.419209774584948e-4,0,0,0
Mauritius,Africa,Eastern Africa,1198575,2020-03-20,0,3,3,0.0025029722795820034,0,0,0
Mauritius,Africa,Eastern Africa,1198575,2020-03-21,1,9,12,0.010011889118328014,0,0,0
Mexico,Americas,Central America,127575529,2020-02-29,0,2,2,1.5676987708199118e-5,0,0,0
Mexico,Americas,Central America,127575529,2020-03-01,1,2,4,3.1353975416398236e-5,0,0,0
Mexico,Americas,Central America,127575529,2020-03-02,2,1,5,3.919246927049779e-5,0,0,0
Mexico,Americas,Central America,127575529,2020-03-09,9,2,7,5.4869456978696914e-5,0,0,0
Mexico,Americas,Central America,127575529,2020-03-12,12,4,11,8.622343239509514e-5,0,0,0
Mexico,Americas,Central America,127575529,2020-03-13,13,5,16,1.2541590166559294e-4,0,0,0
Mexico,Americas,Central America,127575529,2020-03-14,14,10,26,0.00020380084020658851,0,0,0
Mexico,Americas,Central America,127575529,2020-03-15,15,15,41,3.213782480180819e-4,0,0,0
Mexico,Americas,Central America,127575529,2020-03-16,16,12,53,4.154401742672766e-4,0,0,0
Mexico,Americas,Central America,127575529,2020-03-17,17,29,82,6.427564960361638e-4,0,0,0
Mexico,Americas,Central America,127575529,2020-03-18,18,11,93,7.28979928431259e-4,0,0,0
Mexico,Americas,Central America,127575529,2020-03-19,19,25,118,9.249422747837479e-4,0,0,0
Mexico,Americas,Central America,127575529,2020-03-20,20,46,164,0.0012855129920723277,0,0,0
Mexico,Americas,Central America,127575529,2020-03-21,21,39,203,0.0015912142523822105,2,2,1.5676987708199118e-5
Moldova,Europe,Eastern Europe,4043263,2020-03-11,0,2,3,7.419749840660873e-4,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-12,1,1,4,9.892999787547829e-4,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-13,2,2,6,0.0014839499681321745,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-14,3,2,8,0.0019785999575095657,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-15,4,12,20,0.004946499893773915,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-16,5,3,23,0.005688474877840002,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-17,6,6,29,0.007172424845972176,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-18,7,1,30,0.007419749840660872,0,0,0
Moldova,Europe,Eastern Europe,4043263,2020-03-19,8,6,36,0.008903699808793047,1,1,2.473249946886957e-4
Moldova,Europe,Eastern Europe,4043263,2020-03-20,9,13,49,0.012118924739746092,0,1,2.473249946886957e-4
Moldova,Europe,Eastern Europe,4043263,2020-03-21,10,17,66,0.016323449649453918,0,1,2.473249946886957e-4
Monaco,Europe,Western Europe,38964,2020-03-15,0,2,3,0.0769941484447182,0,0,0
Monaco,Europe,Western Europe,38964,2020-03-16,1,4,7,0.1796530130376758,0,0,0
Monaco,Europe,Western Europe,38964,2020-03-17,2,2,9,0.2309824453341546,0,0,0
Monaco,Europe,Western Europe,38964,2020-03-18,3,0,9,0.2309824453341546,0,0,0
Monaco,Europe,Western Europe,38964,2020-03-19,4,0,9,0.2309824453341546,0,0,0
Monaco,Europe,Western Europe,38964,2020-03-20,5,2,11,0.2823118776306334,0,0,0
Monaco,Europe,Western Europe,38964,2020-03-21,6,1,12,0.3079765937788728,0,0,0
Mongolia,Asia,Eastern Asia,3225167,2020-03-18,0,3,4,0.0012402458539356256,0,0,0
Mongolia,Asia,Eastern Asia,3225167,2020-03-19,1,1,5,0.001550307317419532,0,0,0
Mongolia,Asia,Eastern Asia,3225167,2020-03-20,2,0,5,0.001550307317419532,0,0,0
Mongolia,Asia,Eastern Asia,3225167,2020-03-21,3,1,6,0.0018603687809034383,0,0,0
Montenegro,Europe,Southern Europe,627987,2020-03-18,0,2,2,0.003184779302756267,0,0,0
Montenegro,Europe,Southern Europe,627987,2020-03-19,1,6,8,0.012739117211025068,0,0,0
Montenegro,Europe,Southern Europe,627987,2020-03-20,2,5,13,0.020701065467915735,0,0,0
Montenegro,Europe,Southern Europe,627987,2020-03-21,3,1,14,0.02229345511929387,0,0,0
Morocco,Africa,Northern Africa,36471769,2020-03-06,0,1,2,5.483693428744847e-5,0,0,0
Morocco,Africa,Northern Africa,36471769,2020-03-12,6,3,5,1.3709233571862115e-4,1,1,2.7418467143724234e-5
Morocco,Africa,Northern Africa,36471769,2020-03-13,7,1,6,1.645108028623454e-4,0,1,2.7418467143724234e-5
Morocco,Africa,Northern Africa,36471769,2020-03-14,8,1,7,1.919292700060696e-4,0,1,2.7418467143724234e-5
Morocco,Africa,Northern Africa,36471769,2020-03-15,9,11,18,4.935324085870361e-4,0,1,2.7418467143724234e-5
Morocco,Africa,Northern Africa,36471769,2020-03-16,10,10,28,7.677170800242784e-4,0,1,2.7418467143724234e-5
Morocco,Africa,Northern Africa,36471769,2020-03-17,11,9,37,0.0010144832843177966,0,1,2.7418467143724234e-5
Morocco,Africa,Northern Africa,36471769,2020-03-18,12,7,44,0.0012064125543238663,1,2,5.483693428744847e-5
Morocco,Africa,Northern Africa,36471769,2020-03-19,13,10,54,0.0014805972257611085,0,2,5.483693428744847e-5
