pred,upper,dagar,aldur,median_tilfelli,upper_tilfelli
72.62939609345857,88.12313198350185,12,60 - 69,15,21
72.62939609345857,88.12313198350185,12,70 - 79,2,4
72.62939609345857,88.12313198350185,12,80+,0,2
87.20910758878308,103.19730404225862,13,0 - 9,1,4
87.20910758878308,103.19730404225862,13,10 - 19,6,10
87.20910758878308,103.19730404225862,13,20 - 29,14,20
87.20910758878308,103.19730404225862,13,30 - 39,12,18
87.20910758878308,103.19730404225862,13,40 - 49,27,35
87.20910758878308,103.19730404225862,13,50 - 59,22,29
87.20910758878308,103.19730404225862,13,60 - 69,18,24
87.20910758878308,103.19730404225862,13,70 - 79,2,4
87.20910758878308,103.19730404225862,13,80+,0,2
104.0307175845303,120.71229552810429,14,0 - 9,2,4
104.0307175845303,120.71229552810429,14,10 - 19,7,11
104.0307175845303,120.71229552810429,14,20 - 29,16,23
104.0307175845303,120.71229552810429,14,30 - 39,14,20
104.0307175845303,120.71229552810429,14,40 - 49,32,40
104.0307175845303,120.71229552810429,14,50 - 59,25,33
104.0307175845303,120.71229552810429,14,60 - 69,21,28
104.0307175845303,120.71229552810429,14,70 - 79,2,5
104.0307175845303,120.71229552810429,14,80+,0,2
123.20994421731497,140.93633256547596,15,0 - 9,2,5
123.20994421731497,140.93633256547596,15,10 - 19,8,13
123.20994421731497,140.93633256547596,15,20 - 29,19,26
123.20994421731497,140.93633256547596,15,30 - 39,16,23
123.20994421731497,140.93633256547596,15,40 - 49,37,46
123.20994421731497,140.93633256547596,15,50 - 59,30,38
123.20994421731497,140.93633256547596,15,60 - 69,24,32
123.20994421731497,140.93633256547596,15,70 - 79,3,6
123.20994421731497,140.93633256547596,15,80+,0,2
144.75463073190636,163.84336836688743,16,0 - 9,2,5
144.75463073190636,163.84336836688743,16,10 - 19,9,15
144.75463073190636,163.84336836688743,16,20 - 29,22,29
144.75463073190636,163.84336836688743,16,30 - 39,19,26
144.75463073190636,163.84336836688743,16,40 - 49,43,53
144.75463073190636,163.84336836688743,16,50 - 59,35,43
144.75463073190636,163.84336836688743,16,60 - 69,28,36
144.75463073190636,163.84336836688743,16,70 - 79,3,6
144.75463073190636,163.84336836688743,16,80+,1,2
168.61395888605605,189.47901135216023,17,0 - 9,3,6
168.61395888605605,189.47901135216023,17,10 - 19,11,16
168.61395888605605,189.47901135216023,17,20 - 29,25,33
168.61395888605605,189.47901135216023,17,30 - 39,22,29
168.61395888605605,189.47901135216023,17,40 - 49,50,60
168.61395888605605,189.47901135216023,17,50 - 59,40,50
168.61395888605605,189.47901135216023,17,60 - 69,33,42
168.61395888605605,189.47901135216023,17,70 - 79,3,7
168.61395888605605,189.47901135216023,17,80+,1,3
194.51001997833973,217.69477453175776,18,0 - 9,3,6
194.51001997833973,217.69477453175776,18,10 - 19,12,18
194.51001997833973,217.69477453175776,18,20 - 29,29,38
194.51001997833973,217.69477453175776,18,30 - 39,25,33
194.51001997833973,217.69477453175776,18,40 - 49,58,69
194.51001997833973,217.69477453175776,18,50 - 59,46,56
194.51001997833973,217.69477453175776,18,60 - 69,38,47
194.51001997833973,217.69477453175776,18,70 - 79,4,8
194.51001997833973,217.69477453175776,18,80+,1,3
222.21153048960966,248.39637566392685,19,0 - 9,3,7
222.21153048960966,248.39637566392685,19,10 - 19,14,21
222.21153048960966,248.39637566392685,19,20 - 29,33,43
222.21153048960966,248.39637566392685,19,30 - 39,29,37
222.21153048960966,248.39637566392685,19,40 - 49,66,77
222.21153048960966,248.39637566392685,19,50 - 59,53,63
222.21153048960966,248.39637566392685,19,60 - 69,43,53
222.21153048960966,248.39637566392685,19,70 - 79,5,9
222.21153048960966,248.39637566392685,19,80+,1,3
251.04793025110504,281.262438821085,20,0 - 9,4,8
251.04793025110504,281.262438821085,20,10 - 19,16,23
251.04793025110504,281.262438821085,20,20 - 29,38,48
251.04793025110504,281.262438821085,20,30 - 39,32,42
251.04793025110504,281.262438821085,20,40 - 49,75,87
251.04793025110504,281.262438821085,20,50 - 59,60,71
251.04793025110504,281.262438821085,20,60 - 69,49,60
251.04793025110504,281.262438821085,20,70 - 79,5,9
251.04793025110504,281.262438821085,20,80+,1,3
280.831840447599,316.03033455607425,21,0 - 9,4,8
280.831840447599,316.03033455607425,21,10 - 19,18,25
280.831840447599,316.03033455607425,21,20 - 29,43,53
280.831840447599,316.03033455607425,21,30 - 39,37,46
280.831840447599,316.03033455607425,21,40 - 49,84,97
280.831840447599,316.03033455607425,21,50 - 59,67,79
280.831840447599,316.03033455607425,21,60 - 69,55,66
280.831840447599,316.03033455607425,21,70 - 79,6,10
280.831840447599,316.03033455607425,21,80+,1,4
310.9187976563758,352.48146662712173,22,0 - 9,5,9
310.9187976563758,352.48146662712173,22,10 - 19,20,28
310.9187976563758,352.48146662712173,22,20 - 29,47,58
310.9187976563758,352.48146662712173,22,30 - 39,41,51
310.9187976563758,352.48146662712173,22,40 - 49,93,107
310.9187976563758,352.48146662712173,22,50 - 59,75,88
310.9187976563758,352.48146662712173,22,60 - 69,61,73
310.9187976563758,352.48146662712173,22,70 - 79,7,11
310.9187976563758,352.48146662712173,22,80+,2,4
340.5899267182959,390.23026262557175,23,0 - 9,5,10
340.5899267182959,390.23026262557175,23,10 - 19,22,30
340.5899267182959,390.23026262557175,23,20 - 29,53,64
340.5899267182959,390.23026262557175,23,30 - 39,45,56
340.5899267182959,390.23026262557175,23,40 - 49,104,118
340.5899267182959,390.23026262557175,23,50 - 59,83,96
340.5899267182959,390.23026262557175,23,60 - 69,68,80
340.5899267182959,390.23026262557175,23,70 - 79,7,12
340.5899267182959,390.23026262557175,23,80+,2,4
369.3310563071112,429.0665125758531,24,0 - 9,6,11
369.3310563071112,429.0665125758531,24,10 - 19,25,33
369.3310563071112,429.0665125758531,24,20 - 29,58,70
369.3310563071112,429.0665125758531,24,30 - 39,50,61
369.3310563071112,429.0665125758531,24,40 - 49,114,129
369.3310563071112,429.0665125758531,24,50 - 59,91,105
369.3310563071112,429.0665125758531,24,60 - 69,75,88
369.3310563071112,429.0665125758531,24,70 - 79,8,13
369.3310563071112,429.0665125758531,24,80+,2,5
396.7618602444432,468.7129966845581,25,0 - 9,7,11
396.7618602444432,468.7129966845581,25,10 - 19,27,36
396.7618602444432,468.7129966845581,25,20 - 29,63,76
396.7618602444432,468.7129966845581,25,30 - 39,54,66
396.7618602444432,468.7129966845581,25,40 - 49,124,140
396.7618602444432,468.7129966845581,25,50 - 59,99,114
396.7618602444432,468.7129966845581,25,60 - 69,81,95
396.7618602444432,468.7129966845581,25,70 - 79,9,14
396.7618602444432,468.7129966845581,25,80+,2,5
422.8330742705042,508.8680802392451,26,0 - 9,7,12
422.8330742705042,508.8680802392451,26,10 - 19,29,38
422.8330742705042,508.8680802392451,26,20 - 29,69,82
422.8330742705042,508.8680802392451,26,30 - 39,59,71
422.8330742705042,508.8680802392451,26,40 - 49,135,151
422.8330742705042,508.8680802392451,26,50 - 59,108,123
422.8330742705042,508.8680802392451,26,60 - 69,88,102
422.8330742705042,508.8680802392451,26,70 - 79,10,15
422.8330742705042,508.8680802392451,26,80+,2,5
446.67504847176906,549.3500830107712,27,0 - 9,8,13
446.67504847176906,549.3500830107712,27,10 - 19,32,41
446.67504847176906,549.3500830107712,27,20 - 29,74,88
446.67504847176906,549.3500830107712,27,30 - 39,64,76
446.67504847176906,549.3500830107712,27,40 - 49,146,163
446.67504847176906,549.3500830107712,27,50 - 59,117,133
446.67504847176906,549.3500830107712,27,60 - 69,95,110
446.67504847176906,549.3500830107712,27,70 - 79,10,16
446.67504847176906,549.3500830107712,27,80+,2,6
468.26935984889764,589.9175821250338,28,0 - 9,8,13
468.26935984889764,589.9175821250338,28,10 - 19,34,44
468.26935984889764,589.9175821250338,28,20 - 29,80,94
468.26935984889764,589.9175821250338,28,30 - 39,68,81
468.26935984889764,589.9175821250338,28,40 - 49,156,174
468.26935984889764,589.9175821250338,28,50 - 59,125,142
468.26935984889764,589.9175821250338,28,60 - 69,102,118
468.26935984889764,589.9175821250338,28,70 - 79,11,17
468.26935984889764,589.9175821250338,28,80+,3,6
487.93485129037504,630.3522632689802,29,0 - 9,9,14
487.93485129037504,630.3522632689802,29,10 - 19,36,46
487.93485129037504,630.3522632689802,29,20 - 29,85,100
487.93485129037504,630.3522632689802,29,30 - 39,73,86
487.93485129037504,630.3522632689802,29,40 - 49,167,186
487.93485129037504,630.3522632689802,29,50 - 59,134,151
487.93485129037504,630.3522632689802,29,60 - 69,109,125
487.93485129037504,630.3522632689802,29,70 - 79,12,18
487.93485129037504,630.3522632689802,29,80+,3,6
505.58214786307315,669.9053296525032,30,0 - 9,10,15
505.58214786307315,669.9053296525032,30,10 - 19,39,49
505.58214786307315,669.9053296525032,30,20 - 29,90,105
505.58214786307315,669.9053296525032,30,30 - 39,77,91
505.58214786307315,669.9053296525032,30,40 - 49,178,197
505.58214786307315,669.9053296525032,30,50 - 59,142,160
505.58214786307315,669.9053296525032,30,60 - 69,116,133
505.58214786307315,669.9053296525032,30,70 - 79,13,19
505.58214786307315,669.9053296525032,30,80+,3,6
521.0903081620899,708.5207641857539,31,0 - 9,10,16
521.0903081620899,708.5207641857539,31,10 - 19,41,51
521.0903081620899,708.5207641857539,31,20 - 29,96,111
521.0903081620899,708.5207641857539,31,30 - 39,82,96
521.0903081620899,708.5207641857539,31,40 - 49,188,208
521.0903081620899,708.5207641857539,31,50 - 59,150,168
521.0903081620899,708.5207641857539,31,60 - 69,123,140
521.0903081620899,708.5207641857539,31,70 - 79,14,20
521.0903081620899,708.5207641857539,31,80+,3,7
534.5186220010124,745.090286117032,32,0 - 9,11,16
534.5186220010124,745.090286117032,32,10 - 19,43,54
534.5186220010124,745.090286117032,32,20 - 29,101,116
534.5186220010124,745.090286117032,32,30 - 39,86,101
534.5186220010124,745.090286117032,32,40 - 49,198,218
534.5186220010124,745.090286117032,32,50 - 59,158,177
534.5186220010124,745.090286117032,32,60 - 69,129,147
534.5186220010124,745.090286117032,32,70 - 79,14,21
534.5186220010124,745.090286117032,32,80+,3,7
545.8884480284303,779.1867286952291,33,0 - 9,11,17
545.8884480284303,779.1867286952291,33,10 - 19,45,56
545.8884480284303,779.1867286952291,33,20 - 29,105,121
545.8884480284303,779.1867286952291,33,30 - 39,90,105
545.8884480284303,779.1867286952291,33,40 - 49,207,227
545.8884480284303,779.1867286952291,33,50 - 59,165,185
545.8884480284303,779.1867286952291,33,60 - 69,135,153
545.8884480284303,779.1867286952291,33,70 - 79,15,22
545.8884480284303,779.1867286952291,33,80+,4,7
555.9226937408038,809.6140327771275,34,0 - 9,12,18
555.9226937408038,809.6140327771275,34,10 - 19,47,58
555.9226937408038,809.6140327771275,34,20 - 29,109,126
555.9226937408038,809.6140327771275,34,30 - 39,94,109
555.9226937408038,809.6140327771275,34,40 - 49,215,236
555.9226937408038,809.6140327771275,34,50 - 59,172,191
555.9226937408038,809.6140327771275,34,60 - 69,140,159
555.9226937408038,809.6140327771275,34,70 - 79,15,22
555.9226937408038,809.6140327771275,34,80+,4,7
564.5097819730897,837.2116014121061,35,0 - 9,12,18
564.5097819730897,837.2116014121061,35,10 - 19,48,60
564.5097819730897,837.2116014121061,35,20 - 29,113,130
564.5097819730897,837.2116014121061,35,30 - 39,97,112
564.5097819730897,837.2116014121061,35,40 - 49,222,244
564.5097819730897,837.2116014121061,35,50 - 59,178,198
564.5097819730897,837.2116014121061,35,60 - 69,145,164
564.5097819730897,837.2116014121061,35,70 - 79,16,23
564.5097819730897,837.2116014121061,35,80+,4,8
571.5096766816798,861.2022726736398,36,0 - 9,12,19
571.5096766816798,861.2022726736398,36,10 - 19,50,61
571.5096766816798,861.2022726736398,36,20 - 29,116,133
571.5096766816798,861.2022726736398,36,30 - 39,100,116
571.5096766816798,861.2022726736398,36,40 - 49,229,250
571.5096766816798,861.2022726736398,36,50 - 59,183,203
571.5096766816798,861.2022726736398,36,60 - 69,150,168
571.5096766816798,861.2022726736398,36,70 - 79,16,24
571.5096766816798,861.2022726736398,36,80+,4,8
578.1908367647126,883.4516762533335,37,0 - 9,13,19
578.1908367647126,883.4516762533335,37,10 - 19,51,63
578.1908367647126,883.4516762533335,37,20 - 29,119,136
578.1908367647126,883.4516762533335,37,30 - 39,102,118
578.1908367647126,883.4516762533335,37,40 - 49,235,256
578.1908367647126,883.4516762533335,37,50 - 59,188,208
578.1908367647126,883.4516762533335,37,60 - 69,153,172
578.1908367647126,883.4516762533335,37,70 - 79,17,24
578.1908367647126,883.4516762533335,37,80+,4,8
583.1721125301982,900.8063223909006,38,0 - 9,13,19
583.1721125301982,900.8063223909006,38,10 - 19,52,64
583.1721125301982,900.8063223909006,38,20 - 29,122,139
583.1721125301982,900.8063223909006,38,30 - 39,104,120
583.1721125301982,900.8063223909006,38,40 - 49,239,261
583.1721125301982,900.8063223909006,38,50 - 59,191,212
583.1721125301982,900.8063223909006,38,60 - 69,156,175
583.1721125301982,900.8063223909006,38,70 - 79,17,24
583.1721125301982,900.8063223909006,38,80+,4,8
587.3643628926884,917.6787336970127,39,0 - 9,13,19
587.3643628926884,917.6787336970127,39,10 - 19,53,65
587.3643628926884,917.6787336970127,39,20 - 29,124,141
587.3643628926884,917.6787336970127,39,30 - 39,106,122
587.3643628926884,917.6787336970127,39,40 - 49,244,266
587.3643628926884,917.6787336970127,39,50 - 59,195,216
587.3643628926884,917.6787336970127,39,60 - 69,159,179
587.3643628926884,917.6787336970127,39,70 - 79,18,25
587.3643628926884,917.6787336970127,39,80+,4,8
590.6304783491393,930.477098634856,40,0 - 9,13,20
590.6304783491393,930.477098634856,40,10 - 19,54,66
590.6304783491393,930.477098634856,40,20 - 29,126,143
590.6304783491393,930.477098634856,40,30 - 39,108,124
590.6304783491393,930.477098634856,40,40 - 49,247,270
590.6304783491393,930.477098634856,40,50 - 59,198,218
590.6304783491393,930.477098634856,40,60 - 69,162,181
590.6304783491393,930.477098634856,40,70 - 79,18,25
590.6304783491393,930.477098634856,40,80+,4,8
594.1771802837441,942.2805946875138,41,0 - 9,13,20
594.1771802837441,942.2805946875138,41,10 - 19,54,67
594.1771802837441,942.2805946875138,41,20 - 29,127,145
594.1771802837441,942.2805946875138,41,30 - 39,109,126
594.1771802837441,942.2805946875138,41,40 - 49,250,273
594.1771802837441,942.2805946875138,41,50 - 59,200,221
594.1771802837441,942.2805946875138,41,60 - 69,164,183
594.1771802837441,942.2805946875138,41,70 - 79,18,25
594.1771802837441,942.2805946875138,41,80+,4,8
596.7175168802999,952.3476267282415,42,0 - 9,14,20
596.7175168802999,952.3476267282415,42,10 - 19,55,67
596.7175168802999,952.3476267282415,42,20 - 29,129,146
596.7175168802999,952.3476267282415,42,30 - 39,110,127
596.7175168802999,952.3476267282415,42,40 - 49,253,275
596.7175168802999,952.3476267282415,42,50 - 59,202,223
596.7175168802999,952.3476267282415,42,60 - 69,165,185
596.7175168802999,952.3476267282415,42,70 - 79,18,26
596.7175168802999,952.3476267282415,42,80+,4,8
598.5459678015363,960.9857419743366,43,0 - 9,14,20
598.5459678015363,960.9857419743366,43,10 - 19,56,68
598.5459678015363,960.9857419743366,43,20 - 29,130,147
598.5459678015363,960.9857419743366,43,30 - 39,111,128
598.5459678015363,960.9857419743366,43,40 - 49,255,278
598.5459678015363,960.9857419743366,43,50 - 59,204,225
598.5459678015363,960.9857419743366,43,60 - 69,167,187
598.5459678015363,960.9857419743366,43,70 - 79,18,26
598.5459678015363,960.9857419743366,43,80+,4,8
600.2428906616763,968.029981479406,44,0 - 9,14,20
600.2428906616763,968.029981479406,44,10 - 19,56,68
600.2428906616763,968.029981479406,44,20 - 29,131,149
600.2428906616763,968.029981479406,44,30 - 39,112,129
600.2428906616763,968.029981479406,44,40 - 49,257,280
600.2428906616763,968.029981479406,44,50 - 59,206,227
600.2428906616763,968.029981479406,44,60 - 69,168,188
600.2428906616763,968.029981479406,44,70 - 79,19,26
600.2428906616763,968.029981479406,44,80+,5,8
601.9225754653241,975.5576334753714,45,0 - 9,14,21
601.9225754653241,975.5576334753714,45,10 - 19,56,69
601.9225754653241,975.5576334753714,45,20 - 29,132,150
601.9225754653241,975.5576334753714,45,30 - 39,113,130
601.9225754653241,975.5576334753714,45,40 - 49,259,282
601.9225754653241,975.5576334753714,45,50 - 59,207,228
601.9225754653241,975.5576334753714,45,60 - 69,169,189
601.9225754653241,975.5576334753714,45,70 - 79,19,26
601.9225754653241,975.5576334753714,45,80+,5,8
603.0185895693476,979.6762800290835,46,0 - 9,14,21
603.0185895693476,979.6762800290835,46,10 - 19,57,69
603.0185895693476,979.6762800290835,46,20 - 29,132,150
603.0185895693476,979.6762800290835,46,30 - 39,113,130
603.0185895693476,979.6762800290835,46,40 - 49,260,283
603.0185895693476,979.6762800290835,46,50 - 59,208,229
603.0185895693476,979.6762800290835,46,60 - 69,170,190
603.0185895693476,979.6762800290835,46,70 - 79,19,26
603.0185895693476,979.6762800290835,46,80+,5,9
603.8962540971423,984.2667831942664,47,0 - 9,14,21
603.8962540971423,984.2667831942664,47,10 - 19,57,69
603.8962540971423,984.2667831942664,47,20 - 29,133,151
603.8962540971423,984.2667831942664,47,30 - 39,114,131
603.8962540971423,984.2667831942664,47,40 - 49,261,284
603.8962540971423,984.2667831942664,47,50 - 59,209,231
603.8962540971423,984.2667831942664,47,60 - 69,171,191
603.8962540971423,984.2667831942664,47,70 - 79,19,26
603.8962540971423,984.2667831942664,47,80+,5,9
604.1799163684291,987.5076041412153,48,0 - 9,14,21
604.1799163684291,987.5076041412153,48,10 - 19,57,70
604.1799163684291,987.5076041412153,48,20 - 29,133,151
604.1799163684291,987.5076041412153,48,30 - 39,114,131
604.1799163684291,987.5076041412153,48,40 - 49,262,285
604.1799163684291,987.5076041412153,48,50 - 59,210,231
604.1799163684291,987.5076041412153,48,60 - 69,171,191
604.1799163684291,987.5076041412153,48,70 - 79,19,26
604.1799163684291,987.5076041412153,48,80+,5,9
605.3304754061505,990.3415471060388,49,0 - 9,14,21
605.3304754061505,990.3415471060388,49,10 - 19,57,70
605.3304754061505,990.3415471060388,49,20 - 29,134,152
605.3304754061505,990.3415471060388,49,30 - 39,115,131
605.3304754061505,990.3415471060388,49,40 - 49,263,286
605.3304754061505,990.3415471060388,49,50 - 59,210,232
605.3304754061505,990.3415471060388,49,60 - 69,172,192
605.3304754061505,990.3415471060388,49,70 - 79,19,26
605.3304754061505,990.3415471060388,49,80+,5,9
606.0878330389163,993.856650607531,50,0 - 9,14,21
606.0878330389163,993.856650607531,50,10 - 19,57,70
606.0878330389163,993.856650607531,50,20 - 29,134,152
606.0878330389163,993.856650607531,50,30 - 39,115,132
606.0878330389163,993.856650607531,50,40 - 49,264,287
606.0878330389163,993.856650607531,50,50 - 59,211,232
606.0878330389163,993.856650607531,50,60 - 69,173,193
606.0878330389163,993.856650607531,50,70 - 79,19,27
606.0878330389163,993.856650607531,50,80+,5,9
606.504797566568,995.345891628361,51,0 - 9,14,21
606.504797566568,995.345891628361,51,10 - 19,58,70
606.504797566568,995.345891628361,51,20 - 29,134,152
606.504797566568,995.345891628361,51,30 - 39,115,132
606.504797566568,995.345891628361,51,40 - 49,264,287
606.504797566568,995.345891628361,51,50 - 59,211,233
606.504797566568,995.345891628361,51,60 - 69,173,193
606.504797566568,995.345891628361,51,70 - 79,19,27
606.504797566568,995.345891628361,51,80+,5,9
606.6497544019534,998.2785487583337,52,0 - 9,14,21
606.6497544019534,998.2785487583337,52,10 - 19,58,70
606.6497544019534,998.2785487583337,52,20 - 29,135,153
606.6497544019534,998.2785487583337,52,30 - 39,116,133
606.6497544019534,998.2785487583337,52,40 - 49,265,288
606.6497544019534,998.2785487583337,52,50 - 59,212,234
606.6497544019534,998.2785487583337,52,60 - 69,173,194
606.6497544019534,998.2785487583337,52,70 - 79,19,27
606.6497544019534,998.2785487583337,52,80+,5,9
607.055271996339,999.4465291921442,53,0 - 9,14,21
607.055271996339,999.4465291921442,53,10 - 19,58,70
607.055271996339,999.4465291921442,53,20 - 29,135,153
607.055271996339,999.4465291921442,53,30 - 39,116,133
607.055271996339,999.4465291921442,53,40 - 49,265,289
607.055271996339,999.4465291921442,53,50 - 59,212,234
607.055271996339,999.4465291921442,53,60 - 69,174,193
607.055271996339,999.4465291921442,53,70 - 79,19,27
607.055271996339,999.4465291921442,53,80+,5,9
607.4438299821375,999.8211901053878,54,0 - 9,14,21
607.4438299821375,999.8211901053878,54,10 - 19,58,70
607.4438299821375,999.8211901053878,54,20 - 29,135,153
607.4438299821375,999.8211901053878,54,30 - 39,116,133
607.4438299821375,999.8211901053878,54,40 - 49,265,288
607.4438299821375,999.8211901053878,54,50 - 59,212,234
607.4438299821375,999.8211901053878,54,60 - 69,174,194
607.4438299821375,999.8211901053878,54,70 - 79,19,27
607.4438299821375,999.8211901053878,54,80+,5,9
607.7978102096017,1002.0703668962213,55,0 - 9,14,21
607.7978102096017,1002.0703668962213,55,10 - 19,58,70
607.7978102096017,1002.0703668962213,55,20 - 29,135,154
607.7978102096017,1002.0703668962213,55,30 - 39,116,133
607.7978102096017,1002.0703668962213,55,40 - 49,266,289
607.7978102096017,1002.0703668962213,55,50 - 59,213,235
607.7978102096017,1002.0703668962213,55,60 - 69,174,194
607.7978102096017,1002.0703668962213,55,70 - 79,19,27
607.7978102096017,1002.0703668962213,55,80+,5,9
607.6005132894113,1002.0814632971263,56,0 - 9,14,21
