continent,country,pop,date,new_cases,new_deaths,total_cases,total_deaths,case_rate,death_rate,days,country_id
Europe,Albania,2866376,2020-05-04,6,0,795,31,0.27735370377089397,0.0389937106918239,30,2
Europe,Albania,2866376,2020-05-05,8,0,803,31,0.2801446844377709,0.038605230386052306,31,2
Europe,Albania,2866376,2020-05-06,17,0,820,31,0.2860755183548844,0.03780487804878049,32,2
Europe,Albania,2866376,2020-05-07,12,0,832,31,0.29026198935519976,0.037259615384615384,33,2
Europe,Albania,2866376,2020-05-08,10,0,842,31,0.2937507151887959,0.03681710213776722,34,2
Europe,Albania,2866376,2020-05-09,8,0,850,31,0.2965416958556728,0.036470588235294116,35,2
Europe,Albania,2866376,2020-05-10,6,0,856,31,0.2986349313558305,0.036214953271028034,36,2
Europe,Albania,2866376,2020-05-11,12,0,868,31,0.3028214023561459,0.03571428571428571,37,2
Europe,Albania,2866376,2020-05-12,4,0,872,31,0.30421689268958435,0.03555045871559633,38,2
Europe,Albania,2866376,2020-05-13,4,0,876,31,0.3056123830230228,0.03538812785388128,39,2
Europe,Albania,2866376,2020-05-14,4,0,880,31,0.30700787335646124,0.035227272727272725,40,2
Europe,Albania,2866376,2020-05-15,18,0,898,31,0.31328757985693434,0.034521158129175944,41,2
Europe,Albania,2866376,2020-05-16,18,0,916,31,0.3195672863574074,0.03384279475982533,42,2
Africa,Algeria,42228429,2020-05-03,141,6,4295,459,0.10170873275915616,0.10686845168800932,0,3
Africa,Algeria,42228429,2020-05-04,179,4,4474,463,0.10594758332117919,0.10348681269557443,1,3
Africa,Algeria,42228429,2020-05-05,174,2,4648,465,0.11006803023621836,0.10004302925989673,2,3
Africa,Algeria,42228429,2020-05-06,190,5,4838,470,0.11456736882160594,0.09714758164530798,3,3
Africa,Algeria,42228429,2020-05-07,159,6,4997,476,0.11833260479569345,0.09525715429257554,4,3
Africa,Algeria,42228429,2020-05-08,185,7,5182,483,0.12271353973409714,0.0932072558857584,5,3
Africa,Algeria,42228429,2020-05-09,187,5,5369,488,0.1271418361312944,0.09089215868876886,6,3
Africa,Algeria,42228429,2020-05-10,189,6,5558,494,0.1316174939872852,0.08888089240734078,7,3
Africa,Algeria,42228429,2020-05-11,165,8,5723,502,0.13552481433775335,0.08771623274506378,8,3
Africa,Algeria,42228429,2020-05-12,168,5,5891,507,0.13950317687641187,0.08606348667458835,9,3
Africa,Algeria,42228429,2020-05-13,176,8,6067,515,0.14367098525024458,0.08488544585462338,10,3
Africa,Algeria,42228429,2020-05-14,186,7,6253,522,0.14807560091804503,0.08347992963377579,11,3
Africa,Algeria,42228429,2020-05-15,189,7,6442,529,0.15255125877403586,0.08211735485873953,12,3
Africa,Algeria,42228429,2020-05-16,187,7,6629,536,0.1569795551712331,0.0808568411525117,13,3
America,Argentina,44494502,2020-05-02,104,7,4519,225,0.1015631099770484,0.049789776499225495,0,4
America,Argentina,44494502,2020-05-03,149,12,4668,237,0.10491183832105819,0.05077120822622108,1,4
America,Argentina,44494502,2020-05-04,102,9,4770,246,0.10720425638205817,0.05157232704402516,2,4
America,Argentina,44494502,2020-05-05,104,14,4874,260,0.10954162381680325,0.053344275748871565,3,4
America,Argentina,44494502,2020-05-06,133,4,5007,264,0.11253075717085226,0.052726183343319355,4,4
America,Argentina,44494502,2020-05-07,188,9,5195,273,0.11675599830289145,0.05255052935514918,5,4
America,Argentina,44494502,2020-05-08,163,9,5358,282,0.12041937226311691,0.05263157894736842,6,4
America,Argentina,44494502,2020-05-09,240,11,5598,293,0.12581329711252864,0.05234012147195427,7,4
America,Argentina,44494502,2020-05-10,165,7,5763,300,0.1295216204464992,0.052056220718375845,8,4
America,Argentina,44494502,2020-05-11,13,0,5776,300,0.12981379137584234,0.05193905817174515,9,4
America,Argentina,44494502,2020-05-12,245,5,6021,305,0.13532008965961684,0.0506560372031224,10,4
America,Argentina,44494502,2020-05-13,529,14,6550,319,0.14720919901519516,0.04870229007633588,11,4
America,Argentina,44494502,2020-05-14,316,10,6866,329,0.15431120006692062,0.04791727352170114,12,4
America,Argentina,44494502,2020-05-15,255,24,7121,353,0.1600422452194206,0.04957168936947058,13,4
America,Argentina,44494502,2020-05-16,345,3,7466,356,0.16779601219044996,0.04768282882400214,14,4
Europe,Armenia,2951776,2020-03-27,39,1,329,1,0.11145832204069686,0.00303951367781155,0,5
Europe,Armenia,2951776,2020-03-28,43,0,372,1,0.12602582309768762,0.002688172043010753,1,5
Europe,Armenia,2951776,2020-03-29,52,2,424,3,0.143642336003816,0.007075471698113208,2,5
Europe,Armenia,2951776,2020-03-30,0,0,424,3,0.143642336003816,0.007075471698113208,3,5
Europe,Armenia,2951776,2020-03-31,58,0,482,3,0.16329152347603612,0.006224066390041493,4,5
Europe,Armenia,2951776,2020-04-01,50,0,532,3,0.18023047819346724,0.005639097744360902,5,5
Europe,Armenia,2951776,2020-04-02,39,0,571,3,0.19344286287306356,0.005253940455341506,6,5
Europe,Armenia,2951776,2020-04-03,92,1,663,4,0.2246105395531368,0.006033182503770739,7,5
Europe,Armenia,2951776,2020-04-04,73,3,736,7,0.24934141344058627,0.009510869565217392,8,5
Europe,Armenia,2951776,2020-04-05,34,0,770,7,0.26085990264843945,0.00909090909090909,9,5
Europe,Armenia,2951776,2020-04-06,52,0,822,7,0.2784764155545678,0.00851581508515815,10,5
Europe,Armenia,2951776,2020-04-07,11,1,833,8,0.2822029855924027,0.009603841536614645,11,5
Europe,Armenia,2951776,2020-04-08,20,0,853,8,0.2889785674793751,0.009378663540445486,12,5
Europe,Armenia,2951776,2020-04-09,28,1,881,9,0.2984643821211366,0.01021566401816118,13,5
Europe,Armenia,2951776,2020-04-10,40,1,921,10,0.31201554589508146,0.010857763300760043,14,5
Europe,Armenia,2951776,2020-04-11,16,1,937,11,0.31743601140465943,0.011739594450373533,15,5
Europe,Armenia,2951776,2020-04-12,30,2,967,13,0.3275993842351181,0.01344364012409514,16,5
Europe,Armenia,2951776,2020-04-13,46,0,1013,13,0.34318322257515477,0.012833168805528134,17,5
Europe,Armenia,2951776,2020-04-14,26,1,1039,14,0.351991479028219,0.013474494706448507,18,5
Europe,Armenia,2951776,2020-04-15,72,3,1111,17,0.37638357382131976,0.0153015301530153,19,5
Europe,Armenia,2951776,2020-04-16,48,1,1159,18,0.39264497035005363,0.015530629853321829,20,5
Europe,Armenia,2951776,2020-04-17,42,1,1201,19,0.4068736923126958,0.01582014987510408,21,5
Europe,Armenia,2951776,2020-04-18,47,1,1248,20,0.4227963097470811,0.016025641025641024,22,5
Europe,Armenia,2951776,2020-04-19,43,0,1291,20,0.43736381080407183,0.015491866769945779,23,5
Europe,Armenia,2951776,2020-04-20,48,2,1339,22,0.45362520733280576,0.016430171769977596,24,5
Europe,Armenia,2951776,2020-04-21,62,2,1401,24,0.47462951118242036,0.017130620985010708,25,5
Europe,Armenia,2951776,2020-04-22,72,0,1473,24,0.49902160597552114,0.016293279022403257,26,5
Europe,Armenia,2951776,2020-04-23,50,0,1523,24,0.5159605606929524,0.015758371634931056,27,5
Europe,Armenia,2951776,2020-04-24,73,3,1596,27,0.5406914345804018,0.016917293233082706,28,5
Europe,Armenia,2951776,2020-04-25,81,1,1677,28,0.5681325412226402,0.016696481812760882,29,5
Europe,Armenia,2951776,2020-04-26,69,0,1746,28,0.5915082987326952,0.016036655211912942,30,5
Europe,Armenia,2951776,2020-04-27,62,1,1808,29,0.6125126025823098,0.016039823008849558,31,5
Europe,Armenia,2951776,2020-04-28,59,1,1867,30,0.6325005691488785,0.016068559185859668,32,5
Europe,Armenia,2951776,2020-04-29,65,0,1932,30,0.654521210281539,0.015527950310559006,33,5
Europe,Armenia,2951776,2020-04-30,0,0,1932,30,0.654521210281539,0.015527950310559006,34,5
Europe,Armenia,2951776,2020-05-01,134,2,2066,32,0.6999176089242545,0.015488867376573089,35,5
Europe,Armenia,2951776,2020-05-02,82,1,2148,33,0.7276974946608415,0.015363128491620111,36,5
Europe,Armenia,2951776,2020-05-03,125,0,2273,33,0.7700448814544193,0.014518257809062912,37,5
Europe,Armenia,2951776,2020-05-04,113,2,2386,35,0.8083269191158137,0.014668901927912825,38,5
Europe,Armenia,2951776,2020-05-05,121,4,2507,39,0.849319189531997,0.015556441962504986,39,5
Europe,Armenia,2951776,2020-05-06,112,1,2619,40,0.8872624480990428,0.015273004963726614,40,5
Europe,Armenia,2951776,2020-05-07,163,0,2782,40,0.9424834404778681,0.014378145219266714,41,5
Europe,Armenia,2951776,2020-05-08,102,2,2884,42,0.9770389081014278,0.014563106796116505,42,5
Europe,Armenia,2951776,2020-05-09,145,1,3029,43,1.026161876781978,0.014196104324859689,43,5
Europe,Armenia,2951776,2020-05-10,146,1,3175,44,1.0756236245568769,0.013858267716535434,44,5
Europe,Armenia,2951776,2020-05-11,138,1,3313,45,1.1223751395769868,0.013582855418050106,45,5
Europe,Armenia,2951776,2020-05-12,79,1,3392,46,1.149138688030528,0.013561320754716982,46,5
Europe,Armenia,2951776,2020-05-13,146,1,3538,47,1.198600435805427,0.013284341435839458,47,5
Europe,Armenia,2951776,2020-05-14,180,1,3718,48,1.259580672788179,0.012910166756320602,48,5
Europe,Armenia,2951776,2020-05-15,142,1,3860,49,1.3076873041856834,0.012694300518134714,49,5
Europe,Armenia,2951776,2020-05-16,184,3,4044,52,1.37002265754583,0.012858555885262116,50,5
America,Aruba,105845,2020-03-24,8,0,12,0,0.11337332892437055,0,0,6
America,Aruba,105845,2020-03-25,5,0,17,0,0.1606122159761916,0,1,6
America,Aruba,105845,2020-03-26,2,0,19,0,0.17950777079692,0,2,6
America,Aruba,105845,2020-03-27,9,0,28,0,0.2645377674901979,0,3,6
America,Aruba,105845,2020-03-28,0,0,28,0,0.2645377674901979,0,4,6
America,Aruba,105845,2020-03-29,0,0,28,0,0.2645377674901979,0,5,6
America,Aruba,105845,2020-03-30,22,0,50,0,0.4723888705182106,0,6,6
America,Aruba,105845,2020-04-01,5,0,55,0,0.5196277575700315,0,7,6
America,Aruba,105845,2020-04-02,0,0,55,0,0.5196277575700315,0,8,6
America,Aruba,105845,2020-04-03,5,0,60,0,0.5668666446218528,0,9,6
America,Aruba,105845,2020-04-04,2,0,62,0,0.5857621994425811,0,10,6
America,Aruba,105845,2020-04-05,2,0,64,0,0.6046577542633096,0,11,6
America,Aruba,105845,2020-04-06,0,0,64,0,0.6046577542633096,0,12,6
America,Aruba,105845,2020-04-07,7,0,71,0,0.6707921961358589,0,13,6
America,Aruba,105845,2020-04-08,3,0,74,0,0.6991355283669517,0,14,6
America,Aruba,105845,2020-04-09,3,0,77,0,0.7274788605980442,0,15,6
America,Aruba,105845,2020-04-10,5,0,82,0,0.7747177476498653,0,16,6
America,Aruba,105845,2020-04-11,4,0,86,0,0.8125088572913223,0,17,6
America,Aruba,105845,2020-04-12,6,0,92,0,0.8691955217535074,0,18,6
America,Aruba,105845,2020-04-13,0,0,92,0,0.8691955217535074,0,19,6
America,Aruba,105845,2020-04-14,0,0,92,0,0.8691955217535074,0,20,6
America,Aruba,105845,2020-04-15,0,0,92,0,0.8691955217535074,0,21,6
America,Aruba,105845,2020-04-16,1,1,93,1,0.8786432991638716,0.010752688172043012,22,6
America,Aruba,105845,2020-04-17,2,0,95,1,0.8975388539846001,0.010526315789473684,23,6
America,Aruba,105845,2020-04-18,1,1,96,2,0.9069866313949644,0.020833333333333332,24,6
America,Aruba,105845,2020-04-19,0,0,96,2,0.9069866313949644,0.020833333333333332,25,6
America,Aruba,105845,2020-04-20,1,0,97,2,0.9164344088053284,0.020618556701030927,26,6
America,Aruba,105845,2020-04-21,0,0,97,2,0.9164344088053284,0.020618556701030927,27,6
America,Aruba,105845,2020-04-22,0,0,97,2,0.9164344088053284,0.020618556701030927,28,6
America,Aruba,105845,2020-04-23,3,0,100,2,0.9447777410364212,0.02,29,6
America,Aruba,105845,2020-04-24,0,0,100,2,0.9447777410364212,0.02,30,6
America,Aruba,105845,2020-04-25,0,0,100,2,0.9447777410364212,0.02,31,6
America,Aruba,105845,2020-04-26,0,0,100,2,0.9447777410364212,0.02,32,6
America,Aruba,105845,2020-04-27,0,0,100,2,0.9447777410364212,0.02,33,6
America,Aruba,105845,2020-04-28,0,0,100,2,0.9447777410364212,0.02,34,6
America,Aruba,105845,2020-04-29,0,0,100,2,0.9447777410364212,0.02,35,6
America,Aruba,105845,2020-04-30,0,0,100,2,0.9447777410364212,0.02,36,6
America,Aruba,105845,2020-05-01,0,0,100,2,0.9447777410364212,0.02,37,6
America,Aruba,105845,2020-05-02,0,0,100,2,0.9447777410364212,0.02,38,6
America,Aruba,105845,2020-05-03,0,0,100,2,0.9447777410364212,0.02,39,6
America,Aruba,105845,2020-05-04,0,0,100,2,0.9447777410364212,0.02,40,6
America,Aruba,105845,2020-05-05,0,0,100,2,0.9447777410364212,0.02,41,6
America,Aruba,105845,2020-05-06,0,0,100,2,0.9447777410364212,0.02,42,6
America,Aruba,105845,2020-05-07,1,0,101,2,0.9542255184467854,0.019801980198019802,43,6
America,Aruba,105845,2020-05-08,0,1,101,3,0.9542255184467854,0.0297029702970297,44,6
America,Aruba,105845,2020-05-09,0,0,101,3,0.9542255184467854,0.0297029702970297,45,6
America,Aruba,105845,2020-05-10,0,0,101,3,0.9542255184467854,0.0297029702970297,46,6
America,Aruba,105845,2020-05-11,0,0,101,3,0.9542255184467854,0.0297029702970297,47,6
America,Aruba,105845,2020-05-12,0,0,101,3,0.9542255184467854,0.0297029702970297,48,6
America,Aruba,105845,2020-05-13,0,0,101,3,0.9542255184467854,0.0297029702970297,49,6
America,Aruba,105845,2020-05-14,0,0,101,3,0.9542255184467854,0.0297029702970297,50,6
America,Aruba,105845,2020-05-15,0,0,101,3,0.9542255184467854,0.0297029702970297,51,6
America,Aruba,105845,2020-05-16,0,0,101,3,0.9542255184467854,0.0297029702970297,52,6
Oceania,Australia,24992369,2020-03-26,376,3,2799,11,0.11199418510506147,0.003929974991068239,0,7
Oceania,Australia,24992369,2020-03-27,367,2,3166,13,0.1266786673964361,0.00410612760581175,1,7
Oceania,Australia,24992369,2020-03-28,212,0,3378,13,0.13516125662197132,0.0038484310242747188,2,7
Oceania,Australia,24992369,2020-03-29,431,1,3809,14,0.1524065205663377,0.0036755053819900237,3,7
Oceania,Australia,24992369,2020-03-30,284,2,4093,16,0.1637699891514886,0.003909113119960909,4,7
Oceania,Australia,24992369,2020-03-31,464,3,4557,19,0.18233565613567884,0.004169409699363616,5,7
Oceania,Australia,24992369,2020-04-01,150,1,4707,20,0.18833748813487827,0.004248990864669641,6,7
Oceania,Australia,24992369,2020-04-02,269,1,4976,21,0.19910077352010927,0.0042202572347266884,7,7
Oceania,Australia,24992369,2020-04-03,248,2,5224,23,0.20902380242545232,0.004402756508422665,8,7
Oceania,Australia,24992369,2020-04-04,324,7,5548,30,0.22198775954372313,0.005407354001441961,9,7
Oceania,Australia,24992369,2020-04-05,139,4,5687,34,0.2275494571963146,0.005978547564621066,10,7
Oceania,Australia,24992369,2020-04-06,57,2,5744,36,0.2298301533560104,0.006267409470752089,11,7
Oceania,Australia,24992369,2020-04-07,100,6,5844,42,0.23383137468881,0.007186858316221766,12,7
Oceania,Australia,24992369,2020-04-08,112,3,5956,45,0.23831274258154558,0.00755540631296172,13,7
Oceania,Australia,24992369,2020-04-09,96,5,6052,50,0.24215391506103323,0.008261731658955718,14,7
Oceania,Australia,24992369,2020-04-10,100,2,6152,52,0.24615513639383288,0.008452535760728219,15,7
Oceania,Australia,24992369,2020-04-11,86,2,6238,54,0.24959618674004053,0.008656620711766592,16,7
Oceania,Australia,24992369,2020-04-12,51,3,6289,57,0.2516368096197683,0.00906344410876133,17,7
Oceania,Australia,24992369,2020-04-13,33,4,6322,61,0.2529572126595922,0.009648845302119582,18,7
Oceania,Australia,24992369,2020-04-14,44,0,6366,61,0.25471775004602404,0.00958215519949733,19,7
Oceania,Australia,24992369,2020-04-15,50,0,6416,61,0.2567183607124239,0.009507481296758104,20,7
Oceania,Australia,24992369,2020-04-16,42,2,6458,63,0.2583988736721997,0.009755342211210901,21,7
Oceania,Australia,24992369,2020-04-17,39,0,6497,63,0.25995934999199155,0.009696783130675696,22,7
Oceania,Australia,24992369,2020-04-18,36,4,6533,67,0.2613997896717994,0.010255625287004438,23,7
Oceania,Australia,24992369,2020-04-19,53,2,6586,69,0.2635204369781832,0.010476768903735195,24,7
Oceania,Australia,24992369,2020-04-20,26,1,6612,70,0.2645607545247111,0.01058681185722928,25,7
Oceania,Australia,24992369,2020-04-21,13,1,6625,71,0.26508091329797506,0.010716981132075473,26,7
Oceania,Australia,24992369,2020-04-22,22,3,6647,74,0.265961181991191,0.011132841883556491,27,7
Oceania,Australia,24992369,2020-04-23,7,0,6654,74,0.26624126748448695,0.011121130147279832,28,7
Oceania,Australia,24992369,2020-04-24,13,1,6667,75,0.2667614262577509,0.011249437528123594,29,7
Oceania,Australia,24992369,2020-04-25,20,4,6687,79,0.26756167052431085,0.011813967399431732,30,7
Oceania,Australia,24992369,2020-04-26,16,2,6703,81,0.2682018659375588,0.012084141429210802,31,7
Oceania,Australia,24992369,2020-04-27,10,2,6713,83,0.26860198807083874,0.012364069715477433,32,7
Oceania,Australia,24992369,2020-04-28,12,1,6725,84,0.2690821346307747,0.012490706319702602,33,7
Oceania,Australia,24992369,2020-04-29,13,4,6738,88,0.2696022934040387,0.013060255268625705,34,7
Oceania,Australia,24992369,2020-04-30,8,2,6746,90,0.2699223911106626,0.013341239252890602,35,7
Oceania,Australia,24992369,2020-05-01,16,2,6762,92,0.2705625865239106,0.013605442176870748,36,7
Oceania,Australia,24992369,2020-05-02,5,1,6767,93,0.2707626475905505,0.01374316536131225,37,7
Oceania,Australia,24992369,2020-05-03,16,0,6783,93,0.27140284300379847,0.013710747456877488,38,7
Oceania,Australia,24992369,2020-05-04,18,2,6801,95,0.2721230628437024,0.013968534039111895,39,7
Oceania,Australia,24992369,2020-05-05,24,0,6825,95,0.27308335596357436,0.01391941391941392,40,7
Oceania,Australia,24992369,2020-05-06,24,1,6849,96,0.27404364908344625,0.01401664476565922,41,7
Oceania,Australia,24992369,2020-05-07,26,1,6875,97,0.2750839666299741,0.01410909090909091,42,7
Oceania,Australia,24992369,2020-05-08,21,0,6896,97,0.27592422310986203,0.014066125290023202,43,7
Oceania,Australia,24992369,2020-05-09,18,0,6914,97,0.276644442949766,0.014029505351460804,44,7
Oceania,Australia,24992369,2020-05-10,15,0,6929,97,0.2772446261496859,0.013999134074180979,45,7
Oceania,Australia,24992369,2020-05-11,12,0,6941,97,0.2777247727096219,0.013974931566056763,46,7
Oceania,Australia,24992369,2020-05-12,7,0,6948,97,0.27800485820291787,0.013960852043753599,47,7
Oceania,Australia,24992369,2020-05-13,16,0,6964,97,0.2786450536161658,0.013928776565192418,48,7
Oceania,Australia,24992369,2020-05-14,11,1,6975,98,0.27908518796277376,0.014050179211469534,49,7
Oceania,Australia,24992369,2020-05-15,14,0,6989,98,0.2796453589493657,0.014022034625840606,50,7
Oceania,Australia,24992369,2020-05-16,30,0,7019,98,0.2808457253492056,0.013962102863655792,51,7
Europe,Austria,8847037,2020-03-17,156,2,1016,3,0.11484070881584421,0.002952755905511811,0,8
Europe,Austria,8847037,2020-03-18,316,0,1332,3,0.15055888203022097,0.0022522522522522522,1,8
Europe,Austria,8847037,2020-03-19,314,1,1646,4,0.18605099085716495,0.002430133657351154,2,8
Europe,Austria,8847037,2020-03-20,550,2,2196,6,0.24821869740117508,0.00273224043715847,3,8
Europe,Austria,8847037,2020-03-21,453,0,2649,6,0.29942228115469616,0.0022650056625141564,4,8
Europe,Austria,8847037,2020-03-22,375,2,3024,8,0.3418093537983395,0.0026455026455026454,5,8
Europe,Austria,8847037,2020-03-23,607,8,3631,16,0.41041989538418344,0.004406499586890664,6,8
Europe,Austria,8847037,2020-03-24,855,9,4486,25,0.5070624210116901,0.005572893446277307,7,8
Europe,Austria,8847037,2020-03-25,796,5,5282,30,0.5970360472099303,0.005679666792881484,8,8
Europe,Austria,8847037,2020-03-26,606,4,5888,34,0.6655335566020578,0.00577445652173913,9,8
Europe,Austria,8847037,2020-03-27,1141,18,7029,52,0.7945032896324499,0.007397922890880637,10,8
Europe,Austria,8847037,2020-03-28,668,16,7697,68,0.8700087950349931,0.00883461088735871,11,8
Europe,Austria,8847037,2020-03-29,594,0,8291,68,0.9371499181025241,0.008201664455433603,12,8
Europe,Austria,8847037,2020-03-30,522,18,8813,86,0.9961527232224755,0.009758311585158289,13,8
Europe,Austria,8847037,2020-03-31,805,22,9618,108,1.0871436391641631,0.011228945726762321,14,8
Europe,Austria,8847037,2020-04-01,564,20,10182,128,1.1508937964202026,0.012571204085641328,15,8
Europe,Austria,8847037,2020-04-02,529,18,10711,146,1.2106878268961687,0.013630846793016524,16,8
Europe,Austria,8847037,2020-04-03,418,12,11129,158,1.2579352838696163,0.014197142600413335,17,8
Europe,Austria,8847037,2020-04-04,396,10,11525,168,1.302696032581304,0.01457700650759219,18,8
Europe,Austria,8847037,2020-04-05,241,18,11766,186,1.3299367912669517,0.01580826109127996,19,8
Europe,Austria,8847037,2020-04-06,217,18,11983,204,1.3544647773034069,0.01702411749979137,20,8
Europe,Austria,8847037,2020-04-07,314,16,12297,220,1.3899568861303506,0.017890542408717573,21,8
Europe,Austria,8847037,2020-04-08,343,23,12640,243,1.4287269285750699,0.019224683544303796,22,8
Europe,Austria,8847037,2020-04-09,329,30,12969,273,1.4659145203077595,0.021050196622715706,23,8
Europe,Austria,8847037,2020-04-10,279,22,13248,295,1.49745050235463,0.022267512077294684,24,8
Europe,Austria,8847037,2020-04-11,312,24,13560,319,1.5327165467941413,0.023525073746312686,25,8
Europe,Austria,8847037,2020-04-12,247,18,13807,337,1.5606354986420878,0.02440790903165061,26,8
Europe,Austria,8847037,2020-04-13,130,13,13937,350,1.5753296838252175,0.025113008538422903,27,8
Europe,Austria,8847037,2020-04-14,106,18,14043,368,1.587311096359154,0.02620522680338959,28,8
Europe,Austria,8847037,2020-04-15,191,16,14234,384,1.608900245358983,0.026977659126036252,29,8
Europe,Austria,8847037,2020-04-16,136,9,14370,393,1.6242726237044107,0.027348643006263048,30,8
Europe,Austria,8847037,2020-04-17,78,17,14448,410,1.6330891348142889,0.02837763012181617,31,8
Europe,Austria,8847037,2020-04-18,155,21,14603,431,1.6506091248403278,0.029514483325344107,32,8
Europe,Austria,8847037,2020-04-19,59,12,14662,443,1.6572780242695944,0.030214159050607012,33,8
Europe,Austria,8847037,2020-04-20,48,9,14710,452,1.6627035695679808,0.03072739632902787,34,8
Europe,Austria,8847037,2020-04-21,73,10,14783,462,1.6709549197092768,0.031252113914631674,35,8
Europe,Austria,8847037,2020-04-22,50,1,14833,463,1.6766065293950958,0.031214184588417716,36,8
Europe,Austria,8847037,2020-04-23,91,31,14924,494,1.6868924590232866,0.033101045296167246,37,8
Europe,Austria,8847037,2020-04-24,61,14,14985,508,1.6937874228399858,0.033900567233900565,38,8
Europe,Austria,8847037,2020-04-25,83,5,15068,513,1.7031690949184455,0.034045659676134855,39,8
Europe,Austria,8847037,2020-04-26,66,23,15134,536,1.7106292197037267,0.035416941984934586,40,8
Europe,Austria,8847037,2020-04-27,55,6,15189,542,1.716845990358128,0.03568371848047929,41,8
Europe,Austria,8847037,2020-04-28,67,7,15256,549,1.7244191473371253,0.03598584163607761,42,8
Europe,Austria,8847037,2020-04-29,58,20,15314,569,1.7309750145726757,0.03715554394671542,43,8
Europe,Austria,8847037,2020-04-30,50,11,15364,580,1.7366266242584947,0.037750585784951836,44,8
Europe,Austria,8847037,2020-05-01,60,4,15424,584,1.7434085558814776,0.037863070539419084,45,8
Europe,Austria,8847037,2020-05-02,34,5,15458,589,1.7472516504678346,0.03810324750938025,46,8
Europe,Austria,8847037,2020-05-03,12,7,15470,596,1.748608036792431,0.03852617970265029,47,8
