continent,region,country,pop,date,new_cases,new_deaths,total_cases,total_deaths,case_rate,death_rate,days,country_id
Europe,Western Europe,Austria,8955102,2020-03-22,375,2,3024,8,0.33768459588735,0.0026455026455026454,0,1
Europe,Western Europe,Austria,8955102,2020-03-23,607,8,3631,16,0.4054671850750556,0.004406499586890664,1,1
Europe,Western Europe,Austria,8955102,2020-03-24,855,9,4486,25,0.5009434845074908,0.005572893446277307,2,1
Europe,Western Europe,Austria,8955102,2020-03-25,796,5,5282,30,0.5898313609381557,0.005679666792881484,3,1
Europe,Western Europe,Austria,8955102,2020-03-26,606,4,5888,34,0.6575022819393904,0.00577445652173913,4,1
Europe,Western Europe,Austria,8955102,2020-03-27,1141,18,7029,52,0.7849156827024416,0.007397922890880637,5,1
Europe,Western Europe,Austria,8955102,2020-03-28,668,16,7697,68,0.8595100312648588,0.00883461088735871,6,1
Europe,Western Europe,Austria,8955102,2020-03-29,594,0,8291,68,0.9258409340284455,0.008201664455433603,7,1
Europe,Western Europe,Austria,8955102,2020-03-30,522,18,8813,86,0.98413172736614285,0.009758311585158289,8,1
Europe,Western Europe,Austria,8955102,2020-03-31,805,22,9618,108,1.0740246174750439,0.011228945726762321,9,1
Europe,Western Europe,Austria,8955102,2020-04-01,564,20,10182,128,1.13700547464451,0.012571204085641328,10,1
Europe,Western Europe,Austria,8955102,2020-04-02,529,18,10711,146,1.1960779452875019,0.013630846793016524,11,1
Europe,Western Europe,Austria,8955102,2020-04-03,418,12,11129,158,1.2427552472322483,0.014197142600413335,12,1
Europe,Western Europe,Austria,8955102,2020-04-04,396,10,11525,168,1.2869758490746392,0.01457700650759219,13,1
Europe,Western Europe,Austria,8955102,2020-04-05,241,18,11766,186,1.3138878820140742,0.01580826109127996,14,1
Europe,Western Europe,Austria,8955102,2020-04-06,217,18,11983,204,1.3381198784782127,0.01702411749979137,15,1
Europe,Western Europe,Austria,8955102,2020-04-07,314,16,12297,220,1.3731836890300078,0.017890542408717573,16,1
Europe,Western Europe,Austria,8955102,2020-04-08,343,23,12640,243,1.4114858769894525,0.019224683544303796,17,1
Europe,Western Europe,Austria,8955102,2020-04-09,329,30,12969,273,1.4482247103383077,0.021050196622715706,18,1
Europe,Western Europe,Austria,8955102,2020-04-10,279,22,13248,295,1.4793801343636288,0.022267512077294684,19,1
Europe,Western Europe,Austria,8955102,2020-04-11,312,24,13560,319,1.514220608542482,0.023525073746312686,20,1
Europe,Western Europe,Austria,8955102,2020-04-12,247,18,13807,337,1.5418026506007414,0.02440790903165061,21,1
Europe,Western Europe,Austria,8955102,2020-04-13,130,13,13937,350,1.5563195148419304,0.025113008538422903,22,1
Asia,Western Asia,Bahrain,1641172,2020-03-30,27,0,500,4,0.30466032810698696,0.008,0,2
Asia,Western Asia,Bahrain,1641172,2020-03-31,15,0,515,4,0.31380013795019657,0.007766990291262136,1,2
Asia,Western Asia,Bahrain,1641172,2020-04-01,52,0,567,4,0.3454848120733232,0.007054673721340388,2,2
Asia,Western Asia,Bahrain,1641172,2020-04-02,2,0,569,4,0.34670345338575115,0.007029876977152899,3,2
Asia,Western Asia,Bahrain,1641172,2020-04-03,74,0,643,4,0.3917931819455852,0.006220839813374806,4,2
Asia,Western Asia,Bahrain,1641172,2020-04-04,0,0,643,4,0.3917931819455852,0.006220839813374806,5,2
Asia,Western Asia,Bahrain,1641172,2020-04-05,45,0,688,4,0.41921261147521405,0.005813953488372093,6,2
Asia,Western Asia,Bahrain,1641172,2020-04-06,12,0,700,4,0.4265244593497817,0.005714285714285714,7,2
Asia,Western Asia,Bahrain,1641172,2020-04-07,56,0,756,4,0.46064641609776424,0.005291005291005291,8,2
Asia,Western Asia,Bahrain,1641172,2020-04-08,55,1,811,5,0.4941590521895328,0.006165228113440197,9,2
Asia,Western Asia,Bahrain,1641172,2020-04-09,12,0,823,5,0.5014709000641006,0.006075334143377886,10,2
Asia,Western Asia,Bahrain,1641172,2020-04-10,64,0,887,5,0.5404674220617949,0.005636978579481398,11,2
Asia,Western Asia,Bahrain,1641172,2020-04-11,111,1,998,6,0.6081020149015459,0.006012024048096192,12,2
Asia,Western Asia,Bahrain,1641172,2020-04-12,42,0,1040,6,0.6336934824625329,0.0057692307692307696,13,2
Asia,Western Asia,Bahrain,1641172,2020-04-13,96,0,1136,6,0.6921882654590744,0.00528169014084507,14,2
Europe,Western Europe,Belgium,11539328,2020-03-24,342,13,3743,88,0.3243689753857417,0.02351055303232701,0,3
Europe,Western Europe,Belgium,11539328,2020-03-25,526,34,4269,122,0.3699522190546971,0.028578121339892248,1,3
Europe,Western Europe,Belgium,11539328,2020-03-26,668,56,4937,178,0.4278412053110892,0.036054283978124366,2,3
Europe,Western Europe,Belgium,11539328,2020-03-27,1298,42,6235,220,0.540326091779348,0.03528468323977546,3,3
Europe,Western Europe,Belgium,11539328,2020-03-28,1049,69,7284,289,0.6312325986400594,0.03967600219659528,4,3
Europe,Western Europe,Belgium,11539328,2020-03-29,1850,64,9134,353,0.7915538929130015,0.0386468141011605,5,3
Europe,Western Europe,Belgium,11539328,2020-03-30,1702,78,10836,431,0.9390494836441082,0.039774824658545586,6,3
Europe,Western Europe,Belgium,11539328,2020-03-31,1063,82,11899,513,1.03116923273175,0.043112866627447684,7,3
Europe,Western Europe,Belgium,11539328,2020-04-01,876,192,12775,705,1.1070835320739647,0.05518590998043053,8,3
Europe,Western Europe,Belgium,11539328,2020-04-02,1189,123,13964,828,1.21012246120398,0.059295330850759095,9,3
Europe,Western Europe,Belgium,11539328,2020-04-03,1384,183,15348,1011,1.330060121351954,0.06587177482408131,10,3
Europe,Western Europe,Belgium,11539328,2020-04-04,1422,132,16770,1143,1.4532908675444534,0.06815742397137746,11,3
Europe,Western Europe,Belgium,11539328,2020-04-05,1661,140,18431,1283,1.5972333917538353,0.06961098149856221,12,3
