continent,region,country,pop,date,new_cases,new_deaths,total_cases,total_deaths,case_rate,death_rate,days,country_id
Europe,Southern Europe,Albania,2880917,2020-03-19,4,1,59,2,0.020479590352655074,0.03389830508474576,0,1
Europe,Southern Europe,Albania,2880917,2020-03-20,11,0,70,2,0.024297819062472123,0.02857142857142857,1,1
Europe,Southern Europe,Albania,2880917,2020-03-21,0,0,70,2,0.024297819062472123,0.02857142857142857,2,1
Europe,Southern Europe,Albania,2880917,2020-03-22,6,0,76,2,0.02638048926782688,0.02631578947368421,3,1
Europe,Southern Europe,Albania,2880917,2020-03-23,13,0,89,2,0.030892941379428846,0.02247191011235955,4,1
Europe,Southern Europe,Albania,2880917,2020-03-24,11,2,100,4,0.03471117008924589,0.04,5,1
Europe,Southern Europe,Albania,2880917,2020-03-25,23,1,123,5,0.042694739209772445,0.04065040650406504,6,1
Europe,Southern Europe,Albania,2880917,2020-03-26,23,0,146,5,0.050678308330299,0.03424657534246575,7,1
Europe,Southern Europe,Albania,2880917,2020-03-27,28,1,174,6,0.06039743595528785,0.034482758620689655,8,1
Europe,Southern Europe,Albania,2880917,2020-03-28,12,3,186,9,0.06456277636599735,0.04838709677419355,9,1
Europe,Southern Europe,Albania,2880917,2020-03-29,11,1,197,10,0.06838100507581439,0.050761421319796954,10,1
Europe,Southern Europe,Albania,2880917,2020-03-30,15,0,212,10,0.07358768058920129,0.04716981132075472,11,1
Europe,Southern Europe,Albania,2880917,2020-03-31,11,2,223,12,0.07740590929901833,0.053811659192825115,12,1
Europe,Southern Europe,Albania,2880917,2020-04-01,20,3,243,15,0.08434814331686752,0.06172839506172839,13,1
Europe,Southern Europe,Albania,2880917,2020-04-02,16,0,259,15,0.08990193053114685,0.05791505791505792,14,1
Europe,Southern Europe,Albania,2880917,2020-04-03,18,1,277,16,0.09614994114721111,0.05776173285198556,15,1
Europe,Southern Europe,Albania,2880917,2020-04-04,27,1,304,17,0.10552195707130752,0.05592105263157895,16,1
Europe,Southern Europe,Albania,2880917,2020-04-05,29,2,333,19,0.11558819639718881,0.057057057057057055,17,1
Asia,Western Asia,Armenia,2957731,2020-03-18,26,0,78,0,0.02637156658262702,0,0,2
Asia,Western Asia,Armenia,2957731,2020-03-19,37,0,115,0,0.03888115585900137,0,1,2
Asia,Western Asia,Armenia,2957731,2020-03-20,7,0,122,0,0.04124783491128842,0,2,2
Asia,Western Asia,Armenia,2957731,2020-03-21,14,0,136,0,0.045981193015862495,0,3,2
Asia,Western Asia,Armenia,2957731,2020-03-22,24,0,160,0,0.05409552119513235,0,4,2
Asia,Western Asia,Armenia,2957731,2020-03-23,30,0,190,0,0.06423843141921966,0,5,2
Asia,Western Asia,Armenia,2957731,2020-03-24,4,0,194,0,0.06559081944909798,0,6,2
Asia,Western Asia,Armenia,2957731,2020-03-25,71,0,265,0,0.08959570697943794,0,7,2
Asia,Western Asia,Armenia,2957731,2020-03-26,25,0,290,0,0.09804813216617739,0,8,2
Asia,Western Asia,Armenia,2957731,2020-03-27,39,1,329,1,0.1112339154574909,0.00303951367781155,9,2
Asia,Western Asia,Armenia,2957731,2020-03-28,43,0,372,1,0.12577208677868273,0.002688172043010753,10,2
Asia,Western Asia,Armenia,2957731,2020-03-29,52,2,424,3,0.14335313116710074,0.007075471698113208,11,2
Asia,Western Asia,Armenia,2957731,2020-03-30,0,0,424,3,0.14335313116710074,0.007075471698113208,12,2
Asia,Western Asia,Armenia,2957731,2020-03-31,58,0,482,3,0.1629627576003362,0.006224066390041493,13,2
Asia,Western Asia,Armenia,2957731,2020-04-01,50,0,532,3,0.17986760797381507,0.005639097744360902,14,2
Asia,Western Asia,Armenia,2957731,2020-04-02,39,0,571,3,0.19305339126512858,0.005253940455341506,15,2
Asia,Western Asia,Armenia,2957731,2020-04-03,92,1,663,4,0.22415831595232966,0.006033182503770739,16,2
Asia,Western Asia,Armenia,2957731,2020-04-04,73,3,736,7,0.24883939749760883,0.009510869565217392,17,2
Asia,Western Asia,Armenia,2957731,2020-04-05,34,0,770,7,0.2603346957515744,0.00909090909090909,18,2
Americas,Caribbean,Aruba,106314,2020-03-20,2,0,4,0,0.03762439565814474,0,0,3
Americas,Caribbean,Aruba,106314,2020-03-24,8,0,12,0,0.11287318697443423,0,1,3
Americas,Caribbean,Aruba,106314,2020-03-25,5,0,17,0,0.15990368154711515,0,2,3
Americas,Caribbean,Aruba,106314,2020-03-26,2,0,19,0,0.17871587937618752,0,3,3
Americas,Caribbean,Aruba,106314,2020-03-27,9,0,28,0,0.26337076960701317,0,4,3
Americas,Caribbean,Aruba,106314,2020-03-28,0,0,28,0,0.26337076960701317,0,5,3
Americas,Caribbean,Aruba,106314,2020-03-29,0,0,28,0,0.26337076960701317,0,6,3
