country,First,Days_In_Data,Start_Rate,End_Rate
Albania,2020-03-19,20,0.020479590352655074,0.130861111236457
Armenia,2020-03-18,21,0.02637156658262702,0.2816348072221578
Aruba,2020-03-20,15,0.03762439565814474,0.6678330229320691
Australia,2020-03-19,20,0.022417789996333006,0.231875335820478
Austria,2020-03-11,28,0.020323609937664584,1.3731836890300078
Bahamas,2020-03-27,12,0.02310761472930713,0.08472792067412614
Bahrain,2020-02-27,40,0.020107581655061137,0.46064641609776424
Barbados,2020-03-21,18,0.02090410243010191,0.20904102430101906
Belgium,2020-03-10,29,0.020711778016882787,1.8037445508091978
Bosnia And Herzegovina,2020-03-22,17,0.027870342320508938,0.21054225992123599
Bulgaria,2020-03-22,17,0.023285318435300885,0.0784272381655226
Canada,2020-03-20,19,0.02261364136641244,0.44513589796083497
Chile,2020-03-21,18,0.022899911872274636,0.2540623863248902
Costa Rica,2020-03-21,18,0.022387049903904083,0.0925199319037452
Croatia,2020-03-20,19,0.025179744638651295,0.29586199950415276
Cyprus,2020-03-16,23,0.025433406440247178,0.39421779982383126
Denmark,2020-03-11,28,0.04573902835057441,0.811001483746359
Dominican Republic,2020-03-24,15,0.022814131501398924,0.1702213566716622
Ecuador,2020-03-21,18,0.02451987381819676,0.21567128449949122
Estonia,2020-03-13,26,0.020367397680228837,0.8358176529516131
Finland,2020-03-13,25,0.028018009615057852,0.3933367027249412
France,2020-03-10,29,0.021679808028677777,1.142181954145425
French Polynesia,2020-03-21,18,0.05370819264770649,0.14680239323706437
Georgia,2020-03-28,11,0.020266390443270995,0.04703804201648083
Germany,2020-03-13,26,0.028365467192954446,1.1880808282908
Greece,2020-03-15,24,0.021769320630107256,0.16756648116595715
Grenada,2020-03-27,12,0.06249832593769809,0.10713998732176817
Guam,2020-03-20,19,0.07173000824895095,0.6694800769902088
Hungary,2020-03-25,14,0.02333582765107651,0.08436004951738721
Iceland,2020-03-02,35,0.029495827815155546,4.607248304727296
Iran,2020-03-04,35,0.028173802353491827,0.7296725352680887
Ireland,2020-03-15,24,0.026420917993771626,1.098618636578225
Israel,2020-03-15,24,0.020893546558627466,1.0451468458315671
Italy,2020-03-02,37,0.02789426767844631,2.1890476601391495
Jordan,2020-03-28,11,0.020986579082676628,0.034548660848368606
Kuwait,2020-03-14,25,0.023769438349564295,0.15806676502460257
Latvia,2020-03-18,21,0.03199172620536695,0.2842543541526047
Lebanon,2020-03-20,19,0.021733698595609238,0.07891228818942683
Lithuania,2020-03-21,18,0.025003379079853907,0.30547606614951944
Luxembourg,2020-03-13,25,0.0422263690682102,4.617291048496985
Malaysia,2020-03-18,21,0.021064309775933647,0.11871757352171816
Maldives,2020-03-16,23,0.02448427638604547,0.03578471164114337
Malta,2020-03-13,26,0.0204372666745388,0.5472645853959834
Mauritius,2020-03-23,16,0.023361074609432035,0.20357507873933628
Moldova,2020-03-23,16,0.023248549500737396,0.2386686198745914
Montenegro,2020-03-20,19,0.020701065467915735,0.3710267887711051
Netherlands,2020-03-11,28,0.022342931240506448,1.0997752254325728
New Caledonia,2020-03-24,15,0.02475685234305924,0.0636604774535809
New Zealand,2020-03-23,16,0.021325247022671457,0.19715399943509002
North Macedonia,2020-03-19,20,0.020158784022147783,0.2735834974434342
Norway,2020-03-07,32,0.02100818073430842,1.069929912618982
Oman,2020-03-27,12,0.021909609393875682,0.07457307417548513
Panama,2020-03-18,21,0.02025226313153209,0.49453200670020225
Peru,2020-03-29,10,0.020639515542893234,0.07877466364433618
Poland,2020-03-25,14,0.023780762171052145,0.11647558652702898
Portugal,2020-03-16,23,0.023958098947339808,1.1470551047032487
Puerto Rico,2020-03-28,11,0.02181762646041737,0.174881912096783
Romania,2020-03-23,16,0.022360439229257865,0.2095064710233237
Saint Lucia,2020-03-29,10,0.021883035176979048,0.07659062311942666
Saudi Arabia,2020-03-25,14,0.022382052710288577,0.0736244054603104
Serbia,2020-03-23,16,0.021431254406659193,0.25079127497154374
Singapore,2020-03-06,33,0.020157340967624726,0.23689182761097433
Slovakia,2020-03-20,19,0.022539803368619427,0.09785573169790873
Slovenia,2020-03-12,27,0.027421591087309384,0.4911832368446119
South Africa,2020-03-29,10,0.020270407578639193,0.028791834184992145
Spain,2020-03-10,29,0.02576129769841206,2.889202284727556
Sweden,2020-03-09,30,0.020226418312819794,0.7179880313407854
Switzerland,2020-03-07,32,0.02432675133695286,2.511125996858474
Trinidad And Tobago,2020-03-22,17,0.035126127889213626,0.07527027404831492
Turkey,2020-03-25,14,0.022438075496333046,0.3621855380730212
United Arab Emirates,2020-03-24,15,0.020265023521244346,0.21247570116213768
United Kingdom,2020-03-16,23,0.02059820016451313,0.7642213616751931
United States,2020-03-19,20,0.02861137579123939,1.1189159979640126
Uruguay,2020-03-19,20,0.022820933093068384,0.11988211688130862
