country,First,Days_In_Data,Start_Rate,End_Rate
Albania,2020-04-04,29,0.10552195707130752,0.2714413500979028
Armenia,2020-03-27,37,0.1112339154574909,0.7262323720446517
Australia,2020-03-26,38,0.11105733486678952,0.2684976723985583
Austria,2020-03-17,47,0.1134548774542155,1.7343186040762015
Azerbaijan,2020-04-12,21,0.10529754119293555,0.18451950980312148
Bahamas,2020-04-09,24,0.1027005099080317,0.21053604531146497
Bahrain,2020-03-14,50,0.1279573378049345,1.9315464801982973
Barbados,2020-03-30,34,0.1149725633655605,0.28220538280637575
Belarus,2020-04-09,24,0.11277546014450704,1.578115890221024
Belgium,2020-03-18,46,0.10771857771960378,4.24912091934643
Bosnia And Herzegovina,2020-03-31,33,0.10693729172977885,0.539533474704635
Brazil,2020-04-13,20,0.10504169478664598,0.43396922656926873
Bulgaria,2020-04-15,18,0.1018554113151505,0.22685328635127489
Canada,2020-03-27,37,0.10740143145419052,1.4717845239669447
Cape Verde,2020-04-16,17,0.10001181957867748,0.2236627965123151
Chile,2020-03-29,35,0.10072795337366884,0.8974232744784493
Colombia,2020-04-26,7,0.10214654143074249,0.13917515932784558
Costa Rica,2020-04-10,23,0.10678424688676373,0.1436337272595616
Croatia,2020-03-26,38,0.10120320441304079,0.504805457419115
Cuba,2020-04-22,11,0.10032220456853379,0.13561585613178226
Cyprus,2020-03-25,39,0.10512474661968833,0.7265476439763944
Denmark,2020-03-13,51,0.11711963320071324,1.6131670188340845
Djibouti,2020-04-08,25,0.1242861251489379,1.1267923908130983
Dominican Republic,2020-04-01,32,0.10326886463286289,0.6786505729885525
Ecuador,2020-03-29,35,0.10561964426382878,1.5158577391456103
Equatorial Guinea,2020-04-25,8,0.15634379705985166,0.2323032833672324
Estonia,2020-03-16,48,0.1289935186414493,1.2778656174188021
Finland,2020-03-23,41,0.11315660657436269,0.9130255907461756
France,2020-03-17,47,0.10184289423103379,1.9988568046837232
French Polynesia,2020-03-27,37,0.10741638529541297,0.2076716782377984
Georgia,2020-04-21,12,0.10058134516290049,0.14561776837016938
Germany,2020-03-20,44,0.1692828092756395,1.9361676409887347
Greece,2020-03-29,35,0.10130372451115702,0.24738732347635042
Hungary,2020-04-09,24,0.10119075707103972,0.30377878296224375
Iceland,2020-03-05,57,0.10913456291607551,5.303349841164967
Iran,2020-03-12,52,0.10854632756054214,1.153558005095068
Ireland,2020-03-20,44,0.1140810180041147,4.266875849335227
Israel,2020-03-22,42,0.10364607646779805,1.889926927755398
Italy,2020-03-09,55,0.12180001428569659,3.425726557729284
Jamaica,2020-04-26,7,0.10345018229278845,0.14652615983765443
Japan,2020-04-25,8,0.1016235961792334,0.11464579451060895
Kazakhstan,2020-04-21,12,0.1050593035241979,0.19788235158405873
Kuwait,2020-04-05,28,0.11385560969441297,1.040388316560429
Kyrgyzstan,2020-04-24,9,0.10224677946024299,0.11985941067824217
Latvia,2020-03-25,39,0.10331754200749656,0.4562754393224467
Lebanon,2020-04-24,9,0.10035425928710844,0.10633467299462507
Lithuania,2020-03-27,36,0.10834797601270027,0.525070960676932
Luxembourg,2020-03-16,48,0.1250550160866225,6.174794430666738
Malaysia,2020-04-04,29,0.10431997694381404,0.19001697570533904
Maldives,2020-04-21,12,0.12995500543362595,0.9247522850421789
Malta,2020-03-19,45,0.10899875559754027,1.0604670596677355
Mauritius,2020-03-31,33,0.10679348392883216,0.27866424712679644
Mexico,2020-04-25,8,0.10089709288996951,0.16256252404017074
Moldova,2020-04-02,31,0.1046184727533183,0.9843534788610091
Montenegro,2020-03-27,37,0.10669010664233494,0.5127494677437591
Morocco,2020-04-25,8,0.10303859952611567,0.12527497637967602
Netherlands,2020-03-19,45,0.11996165438292859,2.3273496779868905
New Zealand,2020-03-30,34,0.11540721918151611,0.23708656984028853
North Macedonia,2020-03-28,36,0.1051136595440563,0.7170767459306855
Norway,2020-03-13,51,0.11545203748677461,1.4424997727212305
Oman,2020-04-12,21,0.10974905256014791,0.4918606806129706
Panama,2020-03-25,39,0.10432270427056646,1.5825024214406471
Peru,2020-04-09,24,0.13355704394521972,1.2444920407599365
Poland,2020-04-06,27,0.10826713254789778,0.345889998059532
Portugal,2020-03-22,42,0.1251688434799794,2.479027618016373
Puerto Rico,2020-04-03,30,0.10772453064831078,0.5369181511743337
Qatar,2020-03-14,50,0.11299167710368434,4.977283376417295
Romania,2020-03-31,33,0.10080271911203546,0.6489691450209782
Russia,2020-04-13,20,0.10810828894015323,0.7844603431649128
Saudi Arabia,2020-04-11,22,0.10654090540451577,0.7031816481875148
Serbia,2020-04-01,32,0.10259643067017699,1.0493334936877547
Singapore,2020-03-27,37,0.10233726952794092,2.9462451956183795
Slovakia,2020-04-08,25,0.10646850209079584,0.2571003587493744
Slovenia,2020-03-16,48,0.10535663944071501,0.6898695020912571
Spain,2020-03-15,47,0.12309364257389085,4.604853360017816
Sweden,2020-03-16,48,0.10282592955088683,2.1441996162161674
Switzerland,2020-03-14,50,0.1304798480800199,3.4478805172402756
Turkey,2020-03-30,34,0.11047635782569534,1.4670090470871764
Ukraine,2020-04-17,16,0.10142375586215444,0.2593784128514218
United Arab Emirates,2020-04-03,30,0.10480497013007177,1.3344210942928474
United Kingdom,2020-03-25,39,0.11960579635425778,2.6277735528350203
United States,2020-03-23,41,0.10698800808352353,3.354295590252789
Uruguay,2020-04-03,30,0.10370525291660192,0.18718942587732043
