country,First,Days_In_Data,Start_Rate,End_Rate
Albania,2020-04-04,24,0.10552195707130752,0.25200309484792516
Armenia,2020-03-27,32,0.1112339154574909,0.6112793895049956
Australia,2020-03-26,33,0.11105733486678952,0.26635508715997075
Austria,2020-03-17,42,0.1134548774542155,1.6961280843032274
Azerbaijan,2020-04-12,16,0.10529754119293555,0.163718766788638
Bahamas,2020-04-09,19,0.1027005099080317,0.2054010198160634
Bahrain,2020-03-14,45,0.1279573378049345,1.612871776998389
Barbados,2020-03-30,29,0.1149725633655605,0.2752373486630085
Belarus,2020-04-09,19,0.11277546014450704,1.106913357872399
Belgium,2020-03-18,41,0.10771857771960378,3.997979778371843
Bosnia And Herzegovina,2020-03-31,28,0.10693729172977885,0.4592547712814299
Brazil,2020-04-13,15,0.10504169478664598,0.29323922625991006
Bulgaria,2020-04-15,13,0.1018554113151505,0.1857111286250991
Canada,2020-03-27,32,0.10740143145419052,1.2532127208308286
Cape Verde,2020-04-16,12,0.10001181957867748,0.1927500522789057
Chile,2020-03-29,30,0.10072795337366884,0.7034072008509059
Costa Rica,2020-04-10,18,0.10678424688676373,0.13769026268330387
Croatia,2020-03-26,33,0.10120320441304079,0.49148924631213586
Cyprus,2020-03-25,34,0.10512474661968833,0.6926364353893982
Denmark,2020-03-13,46,0.11711963320071324,1.4856521519173316
Djibouti,2020-04-08,20,0.1242861251489379,1.0507826944410206
Dominican Republic,2020-04-01,27,0.10326886463286289,0.5712844765758465
Ecuador,2020-03-29,30,0.10561964426382878,1.307669045247916
Estonia,2020-03-16,43,0.1289935186414493,1.2393938662450363
Finland,2020-03-23,36,0.11315660657436269,0.8271639483774499
France,2020-03-17,42,0.10184289423103379,1.9127210234932963
French Polynesia,2020-03-27,32,0.10741638529541297,0.20409113206128462
Georgia,2020-04-21,7,0.10058134516290049,0.12159834265962598
Germany,2020-03-20,39,0.1692828092756395,1.8582194808257404
Greece,2020-03-29,30,0.10130372451115702,0.23927156797828414
Hungary,2020-04-09,19,0.10119075707103972,0.2667099239943833
Iceland,2020-03-05,53,0.10913456291607551,5.285652344475874
Iran,2020-03-12,47,0.10854632756054214,1.0912644737783792
Ireland,2020-03-20,39,0.1140810180041147,3.945114127101
Israel,2020-03-22,37,0.10364607646779805,1.8074091567963244
Italy,2020-03-09,50,0.12180001428569659,3.264653264261027
Kazakhstan,2020-04-21,7,0.1050593035241979,0.14645773610838672
Kuwait,2020-04-05,23,0.11385560969441297,0.7309102292491021
Latvia,2020-03-25,34,0.10331754200749656,0.42585707670095024
Lithuania,2020-03-27,32,0.10834797601270027,0.525070960676932
Luxembourg,2020-03-16,43,0.1250550160866225,6.046491232344099
Malaysia,2020-04-04,24,0.10431997694381404,0.18090893091366492
Maldives,2020-04-21,7,0.12995500543362595,0.4030488574318254
Malta,2020-03-19,40,0.10899875559754027,1.0173217189103758
Mauritius,2020-03-31,28,0.10679348392883216,0.27699559894040837
Moldova,2020-04-02,26,0.1046184727533183,0.8428835818990751
Montenegro,2020-03-27,32,0.10669010664233494,0.5111570780923809
Netherlands,2020-03-19,40,0.11996165438292859,2.213529405227661
New Zealand,2020-03-30,29,0.11540721918151611,0.23457771724938603
North Macedonia,2020-03-28,31,0.1051136595440563,0.6652398727308769
Norway,2020-03-13,46,0.11545203748677461,1.3952778443449974
Oman,2020-04-12,16,0.10974905256014791,0.40160917035746435
Panama,2020-03-25,34,0.10432270427056646,1.360904984152604
Peru,2020-04-09,19,0.13355704394521972,0.8464046932843415
Poland,2020-04-06,22,0.10826713254789778,0.30661610892465346
Portugal,2020-03-22,37,0.1251688434799794,2.333616625629866
Puerto Rico,2020-04-03,25,0.10772453064831078,0.48271498543673436
Qatar,2020-03-14,45,0.11299167710368434,3.632329319892502
Romania,2020-03-31,28,0.10080271911203546,0.5699071762912005
Russia,2020-04-13,15,0.10810828894015323,0.554930747077772
Saudi Arabia,2020-04-11,17,0.10654090540451577,0.5113146383177007
Serbia,2020-04-01,27,0.10259643067017699,0.9167561060550703
Singapore,2020-03-27,32,0.10233726952794092,2.3472103704523013
Slovakia,2020-04-08,20,0.10646850209079584,0.25270234833598526
Slovenia,2020-03-16,43,0.10535663944071501,0.6768803273656895
Spain,2020-03-15,43,0.12309364257389085,4.4818025102972445
Sweden,2020-03-16,43,0.10282592955088683,1.8572435337485762
Switzerland,2020-03-14,45,0.1304798480800199,3.3729215322594253
Turkey,2020-03-30,29,0.11047635782569534,1.320034858125619
Ukraine,2020-04-17,11,0.10142375586215444,0.2047796092698676
United Arab Emirates,2020-04-03,25,0.10480497013007177,1.0592056990977663
United Kingdom,2020-03-25,34,0.11960579635425778,2.263284624834067
United States,2020-03-23,36,0.10698800808352353,2.9353174711116345
Uruguay,2020-04-03,25,0.10370525291660192,0.1750567779037904
