country,First,Days_In_Data,Start_Rate,End_Rate
Albania,2020-04-04,25,0.10552195707130752,0.25547421185684976
Armenia,2020-03-27,33,0.1112339154574909,0.6312271129457006
Australia,2020-03-26,34,0.11105733486678952,0.2668312172129902
Austria,2020-03-17,43,0.1134548774542155,1.7036098527967631
Azerbaijan,2020-04-12,17,0.10529754119293555,0.1670030946330301
Bahamas,2020-04-09,20,0.1027005099080317,0.2054010198160634
Bahrain,2020-03-14,46,0.1279573378049345,1.6591801468706509
Barbados,2020-03-30,30,0.1149725633655605,0.2787213657346921
Belarus,2020-04-09,20,0.11277546014450704,1.1942984705172046
Belgium,2020-03-18,42,0.10771857771960378,4.045902846335593
Bosnia And Herzegovina,2020-03-31,29,0.10693729172977885,0.47379581944865196
Brazil,2020-04-13,16,0.10504169478664598,0.31509665501406214
Bulgaria,2020-04-15,14,0.1018554113151505,0.19471097562770004
Canada,2020-03-27,33,0.10740143145419052,1.2961144872529229
Cape Verde,2020-04-16,13,0.10001181957867748,0.19820524243774265
Chile,2020-03-29,31,0.10072795337366884,0.7288398218703445
Costa Rica,2020-04-10,19,0.10678424688676373,0.13808649365505438
Croatia,2020-03-26,34,0.10120320441304079,0.49366826267509606
Cuba,2020-04-22,7,0.10032220456853379,0.12255720505338033
Cyprus,2020-03-25,35,0.10512474661968833,0.6968753364627727
Denmark,2020-03-13,47,0.11711963320071324,1.5069623810352129
Djibouti,2020-04-08,21,0.1242861251489379,1.0631085911500062
Dominican Republic,2020-04-01,28,0.10326886463286289,0.5712844765758465
Ecuador,2020-03-29,31,0.10561964426382878,1.3376569660443491
Estonia,2020-03-16,44,0.1289935186414493,1.2424112584939593
Finland,2020-03-23,37,0.11315660657436269,0.8486745493077202
France,2020-03-17,43,0.10184289423103379,1.970513372940848
French Polynesia,2020-03-27,33,0.10741638529541297,0.2076716782377984
Georgia,2020-04-21,8,0.10058134516290049,0.12435056852229241
Germany,2020-03-20,40,0.1692828092756395,1.871917283471895
Greece,2020-03-29,31,0.10130372451115702,0.24194499331882363
Hungary,2020-04-09,20,0.10119075707103972,0.27352481171549414
Iceland,2020-03-05,53,0.10913456291607551,5.285652344475874
Iran,2020-03-12,48,0.10854632756054214,1.103216630513101
Ireland,2020-03-20,40,0.1140810180041147,4.024172067764534
Israel,2020-03-22,38,0.10364607646779805,1.8153909610996204
Italy,2020-03-09,51,0.12180001428569659,3.2933732947481897
Kazakhstan,2020-04-21,8,0.1050593035241979,0.1541660380088281
Kuwait,2020-04-05,24,0.11385560969441297,0.7815391329336739
Latvia,2020-03-25,35,0.10331754200749656,0.4290038038686913
Lithuania,2020-03-27,33,0.10834797601270027,0.525070960676932
Luxembourg,2020-03-16,44,0.1250550160866225,6.056235779052147
Malaysia,2020-04-04,25,0.10431997694381404,0.18216089583348266
Maldives,2020-04-21,8,0.12995500543362595,0.4030488574318254
Malta,2020-03-19,41,0.10899875559754027,1.02186333372694
Mauritius,2020-03-31,29,0.10679348392883216,0.27866424712679644
Moldova,2020-04-02,27,0.1046184727533183,0.8609383065113498
Montenegro,2020-03-27,33,0.10669010664233494,0.5111570780923809
Netherlands,2020-03-19,41,0.11996165438292859,2.236925144746516
New Zealand,2020-03-30,30,0.11540721918151611,0.23499585934786976
North Macedonia,2020-03-28,32,0.1051136595440563,0.6714794963567798
Norway,2020-03-13,47,0.11545203748677461,1.4004834112526137
Oman,2020-04-12,17,0.10974905256014791,0.4118604554867089
Panama,2020-03-25,35,0.10432270427056646,1.4178939106390083
Peru,2020-04-09,20,0.13355704394521972,0.8827622303509581
Poland,2020-04-06,23,0.10826713254789778,0.31413832559363225
Portugal,2020-03-22,38,0.1251688434799794,2.3495560955417694
Puerto Rico,2020-04-03,26,0.10772453064831078,0.4735106742737457
Qatar,2020-03-14,46,0.11299167710368434,3.970245054230708
Romania,2020-03-31,29,0.10080271911203546,0.5855543196779559
Russia,2020-04-13,16,0.10810828894015323,0.5974199782033947
Saudi Arabia,2020-04-11,18,0.10654090540451577,0.5489293266404673
Serbia,2020-04-01,28,0.10259643067017699,0.9433171819952384
Singapore,2020-03-27,33,0.10233726952794092,2.4848660579149695
Slovakia,2020-04-08,21,0.10646850209079584,0.2530688492037677
Slovenia,2020-03-16,44,0.10535663944071501,0.6768803273656895
Spain,2020-03-15,43,0.12309364257389085,4.4818025102972445
Sweden,2020-03-16,44,0.10282592955088683,1.885739866938066
Switzerland,2020-03-14,46,0.1304798480800199,3.384910314018785
Turkey,2020-03-30,30,0.11047635782569534,1.3455773468450023
Ukraine,2020-04-17,12,0.10142375586215444,0.2047796092698676
United Arab Emirates,2020-04-03,26,0.10480497013007177,1.109356514882664
United Kingdom,2020-03-25,35,0.11960579635425778,2.3270931399375083
United States,2020-03-23,37,0.10698800808352353,3.0038176327377983
Uruguay,2020-04-03,26,0.10370525291660192,0.1791009938949671
