country,First,Days_In_Data,Start_Rate,End_Rate
Albania,2020-04-29,16,0.2603337756693441,0.30545829678536385
Algeria,2020-05-04,11,0.10391829578454527,0.14523940624514117
Armenia,2020-04-28,17,0.6312271129457006,1.257044673771888
Austria,2020-03-31,45,1.0740246174750439,1.7826709288180078
Bahamas,2020-04-09,36,0.1027005099080317,0.2413461982838745
Barbados,2020-04-08,37,0.21949307551607003,0.29614145109311035
Belarus,2020-05-03,12,1.6744934176053072,2.7321071840824525
Belgium,2020-03-25,51,0.3699522190546971,4.678002046566316
Bosnia And Herzegovina,2020-04-09,36,0.24719781884277495,0.6607088760981521
Brazil,2020-04-18,27,0.15959287129792998,0.8954012012545284
Bulgaria,2020-05-03,12,0.22771041463723687,0.29556640394256156
Canada,2020-04-08,37,0.4780138871815055,1.9319961828387215
Chile,2020-04-28,17,0.7288398218703445,1.8141056914301248
Croatia,2020-04-20,25,0.45299329056650556,0.5357959123589934
Cyprus,2020-04-14,31,0.5612305021147878,0.7672410942807899
Denmark,2020-03-29,46,0.3813318234833874,1.8480993008165802
Dominican Republic,2020-04-09,36,0.19657400652838014,1.0425592501618872
Ecuador,2020-04-06,39,0.20985788718578732,1.8350190075068804
Estonia,2020-04-06,39,0.8275198242670755,1.3208634569659516
Finland,2020-04-13,32,0.5375842619044005,1.0943292271584533
France,2020-03-23,53,0.2459399185576209,2.1608258520594466
Germany,2020-04-02,43,0.8803232920896567,2.062321529694926
Greece,2020-04-17,28,0.21072320452038032,0.26352335499603524
Guyana,2020-05-01,14,0.10475672167672076,0.14435987255450544
Honduras,2020-05-07,8,0.1499058548137684,0.2313741975393893
Hungary,2020-04-12,33,0.14559078313282248,0.3490048560205248
Iceland,2020-04-05,39,4.607248304727296,5.315148172291029
Iran,2020-03-17,59,0.18080199960667634,1.3595427526957904
Ireland,2020-03-31,45,0.5960067547432204,4.792836449397286
Israel,2020-04-10,35,1.1700386072831384,1.9423955531020636
Italy,2020-03-11,65,0.16761333491329283,3.668104457343777
Kuwait,2020-05-08,7,1.5609390164158872,2.6212936611899504
Lithuania,2020-04-16,29,0.3953432837118929,0.5453635581910165
Luxembourg,2020-03-22,54,1.0881410490654169,6.340451724703563
Malta,2020-05-06,9,1.0945291707919669,1.1535701634073012
Mexico,2020-04-26,19,0.10850043192844609,0.31499771402084487
Moldova,2020-04-16,29,0.5067689141171375,1.3370389212870892
Montenegro,2020-04-27,18,0.5111570780923809,0.5159342470465154
Netherlands,2020-03-23,53,0.2458892223431652,2.5273832508731
North Macedonia,2020-04-07,38,0.2735834974434342,0.8130709555599607
Norway,2020-04-06,39,1.0485499056769867,1.516679101154762
Panama,2020-04-05,40,0.42412006860336393,2.106235365679338
Peru,2020-04-19,26,0.4435496484776758,2.347122016417304
Poland,2020-04-21,24,0.25319517370355515,0.45407794937933527
Portugal,2020-03-30,46,0.5830130037715915,2.750976488108422
Puerto Rico,2020-04-10,35,0.23283498238226663,0.7939570629111259
Romania,2020-04-09,36,0.2458615500473365,0.8263550774747906
Russia,2020-05-07,8,1.1374952616075258,1.660843580838292
Serbia,2020-04-15,30,0.5089922921581559,1.1735891708327466
Slovenia,2020-04-05,40,0.4700156928473907,0.7038208379076075
Spain,2020-03-18,57,0.3784599947587313,4.893170209258765
Sweden,2020-03-29,47,0.3434505612033982,2.7807837866625005
Switzerland,2020-03-25,51,1.0230039114855438,3.530288842343446
Turkey,2020-04-10,35,0.5067984552008301,1.7153860772340852
United Arab Emirates,2020-04-30,15,1.2209164928531504,2.0864786338590267
United Kingdom,2020-03-26,50,0.14110729645409464,3.401516584320265
United States,2020-04-01,44,0.5762328045441563,4.226357560930751
