date,type,name,age,median,upper
2020-04-10,cumulative,hospital,[20 - 29],3,7
2020-04-10,cumulative,hospital,[30 - 39],8,15
2020-04-10,cumulative,hospital,[40 - 49],11,20
2020-04-10,cumulative,hospital,[50 - 59],21,36
2020-04-10,cumulative,hospital,[60 - 69],29,47
2020-04-10,cumulative,hospital,[70 - 79],26,44
2020-04-10,cumulative,hospital,80+,16,28
2020-04-10,cumulative,hospital,total,117,177
2020-04-10,cumulative,icu,[0 - 9],0,0
2020-04-10,cumulative,icu,[10 - 19],0,0
2020-04-10,cumulative,icu,[20 - 29],0,1
2020-04-10,cumulative,icu,[30 - 39],0,1
2020-04-10,cumulative,icu,[40 - 49],0,2
2020-04-10,cumulative,icu,[50 - 59],2,5
2020-04-10,cumulative,icu,[60 - 69],4,9
2020-04-10,cumulative,icu,[70 - 79],5,11
2020-04-10,cumulative,icu,80+,4,8
2020-04-10,cumulative,icu,total,16,27
2020-04-11,active,cases,[0 - 9],183,363
2020-04-11,active,cases,[10 - 19],188,374
2020-04-11,active,cases,[20 - 29],233,470
2020-04-11,active,cases,[30 - 39],220,437
2020-04-11,active,cases,[40 - 49],196,385
2020-04-11,active,cases,[50 - 59],183,358
2020-04-11,active,cases,[60 - 69],154,303
2020-04-11,active,cases,[70 - 79],93,192
2020-04-11,active,cases,80+,53,103
2020-04-11,active,cases,total,1500.7732680249,2948.3792472969485
2020-04-11,active,hospital,[0 - 9],0,1
2020-04-11,active,hospital,[10 - 19],0,3
2020-04-11,active,hospital,[20 - 29],2,7
2020-04-11,active,hospital,[30 - 39],5,13
2020-04-11,active,hospital,[40 - 49],7,16
2020-04-11,active,hospital,[50 - 59],13,29
2020-04-11,active,hospital,[60 - 69],19,38
2020-04-11,active,hospital,[70 - 79],16,35
2020-04-11,active,hospital,80+,10,24
2020-04-11,active,hospital,total,73,142
2020-04-11,active,icu,[0 - 9],0,0
2020-04-11,active,icu,[10 - 19],0,0
2020-04-11,active,icu,[20 - 29],0,0
2020-04-11,active,icu,[30 - 39],0,1
2020-04-11,active,icu,[40 - 49],0,2
2020-04-11,active,icu,[50 - 59],1,4
2020-04-11,active,icu,[60 - 69],2,6
2020-04-11,active,icu,[70 - 79],2,8
2020-04-11,active,icu,80+,1,6
2020-04-11,active,icu,total,7,18
2020-04-11,cumulative,cases,[0 - 9],247,433
2020-04-11,cumulative,cases,[10 - 19],261,454
2020-04-11,cumulative,cases,[20 - 29],316,540
2020-04-11,cumulative,cases,[30 - 39],298,506
2020-04-11,cumulative,cases,[40 - 49],261,453
2020-04-11,cumulative,cases,[50 - 59],245,432
2020-04-11,cumulative,cases,[60 - 69],210,364
2020-04-11,cumulative,cases,[70 - 79],130,217
2020-04-11,cumulative,cases,80+,72,124
2020-04-11,cumulative,cases,total,2038.8362144219197,3483.8702250117626
2020-04-11,cumulative,hospital,[0 - 9],0,1
2020-04-11,cumulative,hospital,[10 - 19],0,3
2020-04-11,cumulative,hospital,[20 - 29],3,8
2020-04-11,cumulative,hospital,[30 - 39],8,16
2020-04-11,cumulative,hospital,[40 - 49],11,21
2020-04-11,cumulative,hospital,[50 - 59],22,36
2020-04-11,cumulative,hospital,[60 - 69],30,49
2020-04-11,cumulative,hospital,[70 - 79],27,45
2020-04-11,cumulative,hospital,80+,17,29
2020-04-11,cumulative,hospital,total,120,189
2020-04-11,cumulative,icu,[0 - 9],0,0
2020-04-11,cumulative,icu,[10 - 19],0,0
2020-04-11,cumulative,icu,[20 - 29],0,1
2020-04-11,cumulative,icu,[30 - 39],0,2
2020-04-11,cumulative,icu,[40 - 49],0,2
2020-04-11,cumulative,icu,[50 - 59],2,5
2020-04-11,cumulative,icu,[60 - 69],4,9
2020-04-11,cumulative,icu,[70 - 79],5,11
2020-04-11,cumulative,icu,80+,4,9
2020-04-11,cumulative,icu,total,17,28
2020-04-12,active,cases,[0 - 9],177,367
2020-04-12,active,cases,[10 - 19],181,378
2020-04-12,active,cases,[20 - 29],222,446
2020-04-12,active,cases,[30 - 39],214,424
2020-04-12,active,cases,[40 - 49],187,385
2020-04-12,active,cases,[50 - 59],174,355
2020-04-12,active,cases,[60 - 69],149,298
2020-04-12,active,cases,[70 - 79],92,182
2020-04-12,active,cases,80+,50,103
2020-04-12,active,cases,total,1436.7808106229575,2927.750427879821
2020-04-12,active,hospital,[0 - 9],0,1
2020-04-12,active,hospital,[10 - 19],0,3
2020-04-12,active,hospital,[20 - 29],2,7
2020-04-12,active,hospital,[30 - 39],5,13
2020-04-12,active,hospital,[40 - 49],6,17
2020-04-12,active,hospital,[50 - 59],12,29
2020-04-12,active,hospital,[60 - 69],17,38
2020-04-12,active,hospital,[70 - 79],15,36
2020-04-12,active,hospital,80+,9,23
2020-04-12,active,hospital,total,68,140
2020-04-12,active,icu,[0 - 9],0,0
2020-04-12,active,icu,[10 - 19],0,0
2020-04-12,active,icu,[20 - 29],0,0
2020-04-12,active,icu,[30 - 39],0,1
2020-04-12,active,icu,[40 - 49],0,2
2020-04-12,active,icu,[50 - 59],1,4
2020-04-12,active,icu,[60 - 69],1,7
2020-04-12,active,icu,[70 - 79],2,8
2020-04-12,active,icu,80+,1,6
2020-04-12,active,icu,total,7,18
2020-04-12,cumulative,cases,[0 - 9],254,446
2020-04-12,cumulative,cases,[10 - 19],260,447
2020-04-12,cumulative,cases,[20 - 29],320,556
2020-04-12,cumulative,cases,[30 - 39],302,528
2020-04-12,cumulative,cases,[40 - 49],263,464
2020-04-12,cumulative,cases,[50 - 59],250,442
2020-04-12,cumulative,cases,[60 - 69],211,364
2020-04-12,cumulative,cases,[70 - 79],130,229
2020-04-12,cumulative,cases,80+,71,130
2020-04-12,cumulative,cases,total,2056.6472690228456,3554.291341955455
2020-04-12,cumulative,hospital,[0 - 9],0,1
2020-04-12,cumulative,hospital,[10 - 19],1,3
2020-04-12,cumulative,hospital,[20 - 29],3,9
2020-04-12,cumulative,hospital,[30 - 39],8,16
2020-04-12,cumulative,hospital,[40 - 49],12,22
2020-04-12,cumulative,hospital,[50 - 59],22,39
2020-04-12,cumulative,hospital,[60 - 69],31,52
2020-04-12,cumulative,hospital,[70 - 79],28,49
2020-04-12,cumulative,hospital,80+,17,32
2020-04-12,cumulative,hospital,total,123,194
2020-04-12,cumulative,icu,[0 - 9],0,0
2020-04-12,cumulative,icu,[10 - 19],0,0
2020-04-12,cumulative,icu,[20 - 29],0,1
2020-04-12,cumulative,icu,[30 - 39],0,2
2020-04-12,cumulative,icu,[40 - 49],0,2
2020-04-12,cumulative,icu,[50 - 59],2,5
2020-04-12,cumulative,icu,[60 - 69],5,10
2020-04-12,cumulative,icu,[70 - 79],6,12
2020-04-12,cumulative,icu,80+,4,9
2020-04-12,cumulative,icu,total,18,30
2020-04-13,active,cases,[0 - 9],168,360
2020-04-13,active,cases,[10 - 19],173,367
2020-04-13,active,cases,[20 - 29],211,446
2020-04-13,active,cases,[30 - 39],201,424
2020-04-13,active,cases,[40 - 49],175,376
2020-04-13,active,cases,[50 - 59],168,347
2020-04-13,active,cases,[60 - 69],142,294
2020-04-13,active,cases,[70 - 79],86,184
2020-04-13,active,cases,80+,47,105
2020-04-13,active,cases,total,1363.8751858271235,2885.3170676114496
2020-04-13,active,hospital,[0 - 9],0,1
2020-04-13,active,hospital,[10 - 19],0,3
2020-04-13,active,hospital,[20 - 29],2,6
2020-04-13,active,hospital,[30 - 39],4,13
2020-04-13,active,hospital,[40 - 49],6,17
2020-04-13,active,hospital,[50 - 59],12,30
2020-04-13,active,hospital,[60 - 69],16,40
2020-04-13,active,hospital,[70 - 79],14,35
2020-04-13,active,hospital,80+,9,23
2020-04-13,active,hospital,total,65,137
2020-04-13,active,icu,[0 - 9],0,0
2020-04-13,active,icu,[10 - 19],0,0
2020-04-13,active,icu,[20 - 29],0,0
2020-04-13,active,icu,[30 - 39],0,1
2020-04-13,active,icu,[40 - 49],0,2
2020-04-13,active,icu,[50 - 59],0,4
2020-04-13,active,icu,[60 - 69],1,6
2020-04-13,active,icu,[70 - 79],2,9
2020-04-13,active,icu,80+,1,6
2020-04-13,active,icu,total,6,18
2020-04-13,cumulative,cases,[0 - 9],256,446
2020-04-13,cumulative,cases,[10 - 19],260,467
2020-04-13,cumulative,cases,[20 - 29],320,573
2020-04-13,cumulative,cases,[30 - 39],302,528
2020-04-13,cumulative,cases,[40 - 49],269,479
2020-04-13,cumulative,cases,[50 - 59],251,440
2020-04-13,cumulative,cases,[60 - 69],214,377
2020-04-13,cumulative,cases,[70 - 79],131,227
2020-04-13,cumulative,cases,80+,72,134
2020-04-13,cumulative,cases,total,2072.6342613152474,3615.079810778855
2020-04-13,cumulative,hospital,[0 - 9],0,2
2020-04-13,cumulative,hospital,[10 - 19],1,3
2020-04-13,cumulative,hospital,[20 - 29],3,8
2020-04-13,cumulative,hospital,[30 - 39],9,18
2020-04-13,cumulative,hospital,[40 - 49],12,22
2020-04-13,cumulative,hospital,[50 - 59],23,41
2020-04-13,cumulative,hospital,[60 - 69],32,55
2020-04-13,cumulative,hospital,[70 - 79],28,49
2020-04-13,cumulative,hospital,80+,18,32
2020-04-13,cumulative,hospital,total,126,204
2020-04-13,cumulative,icu,[0 - 9],0,0
2020-04-13,cumulative,icu,[10 - 19],0,0
2020-04-13,cumulative,icu,[20 - 29],0,1
2020-04-13,cumulative,icu,[30 - 39],0,2
2020-04-13,cumulative,icu,[40 - 49],0,3
2020-04-13,cumulative,icu,[50 - 59],2,6
2020-04-13,cumulative,icu,[60 - 69],5,10
2020-04-13,cumulative,icu,[70 - 79],6,13
2020-04-13,cumulative,icu,80+,4,10
2020-04-13,cumulative,icu,total,19,31
2020-04-14,active,cases,[0 - 9],158,342
2020-04-14,active,cases,[10 - 19],162,361
2020-04-14,active,cases,[20 - 29],199,427
2020-04-14,active,cases,[30 - 39],187,433
2020-04-14,active,cases,[40 - 49],166,353
2020-04-14,active,cases,[50 - 59],156,347
2020-04-14,active,cases,[60 - 69],131,286
2020-04-14,active,cases,[70 - 79],81,182
2020-04-14,active,cases,80+,45,94
2020-04-14,active,cases,total,1281.6771050478585,2821.5937280430962
2020-04-14,active,hospital,[0 - 9],0,1
2020-04-14,active,hospital,[10 - 19],0,3
2020-04-14,active,hospital,[20 - 29],1,7
2020-04-14,active,hospital,[30 - 39],4,13
2020-04-14,active,hospital,[40 - 49],6,16
2020-04-14,active,hospital,[50 - 59],11,28
2020-04-14,active,hospital,[60 - 69],15,39
2020-04-14,active,hospital,[70 - 79],13,36
2020-04-14,active,hospital,80+,9,23
2020-04-14,active,hospital,total,58,136
2020-04-14,active,icu,[0 - 9],0,0
2020-04-14,active,icu,[10 - 19],0,0
2020-04-14,active,icu,[20 - 29],0,1
2020-04-14,active,icu,[30 - 39],0,1
2020-04-14,active,icu,[40 - 49],0,2
2020-04-14,active,icu,[50 - 59],0,4
2020-04-14,active,icu,[60 - 69],1,6
2020-04-14,active,icu,[70 - 79],1,8
2020-04-14,active,icu,80+,1,6
2020-04-14,active,icu,total,5,16
2020-04-14,cumulative,cases,[0 - 9],256,455
2020-04-14,cumulative,cases,[10 - 19],264,467
2020-04-14,cumulative,cases,[20 - 29],321,576
2020-04-14,cumulative,cases,[30 - 39],307,545
2020-04-14,cumulative,cases,[40 - 49],267,472
2020-04-14,cumulative,cases,[50 - 59],252,448
2020-04-14,cumulative,cases,[60 - 69],216,384
2020-04-14,cumulative,cases,[70 - 79],132,228
2020-04-14,cumulative,cases,80+,72,128
2020-04-14,cumulative,cases,total,2084.03743594903,3667.2559300953194
2020-04-14,cumulative,hospital,[0 - 9],0,2
2020-04-14,cumulative,hospital,[10 - 19],0,3
2020-04-14,cumulative,hospital,[20 - 29],3,8
2020-04-14,cumulative,hospital,[30 - 39],9,18
2020-04-14,cumulative,hospital,[40 - 49],12,23
2020-04-14,cumulative,hospital,[50 - 59],24,42
2020-04-14,cumulative,hospital,[60 - 69],33,56
2020-04-14,cumulative,hospital,[70 - 79],29,52
2020-04-14,cumulative,hospital,80+,18,33
2020-04-14,cumulative,hospital,total,129,214
2020-04-14,cumulative,icu,[0 - 9],0,0
2020-04-14,cumulative,icu,[10 - 19],0,0
2020-04-14,cumulative,icu,[20 - 29],0,1
2020-04-14,cumulative,icu,[30 - 39],0,2
2020-04-14,cumulative,icu,[40 - 49],0,2
2020-04-14,cumulative,icu,[50 - 59],2,6
2020-04-14,cumulative,icu,[60 - 69],5,10
2020-04-14,cumulative,icu,[70 - 79],7,13
2020-04-14,cumulative,icu,80+,4,10
2020-04-14,cumulative,icu,total,19,33
2020-04-15,active,cases,[0 - 9],147,329
2020-04-15,active,cases,[10 - 19],151,345
2020-04-15,active,cases,[20 - 29],186,438
2020-04-15,active,cases,[30 - 39],176,404
2020-04-15,active,cases,[40 - 49],154,350
2020-04-15,active,cases,[50 - 59],145,334
2020-04-15,active,cases,[60 - 69],123,291
2020-04-15,active,cases,[70 - 79],75,176
2020-04-15,active,cases,80+,42,100
2020-04-15,active,cases,total,1192.5173120264485,2741.866920266004
2020-04-15,active,hospital,[0 - 9],0,1
2020-04-15,active,hospital,[10 - 19],0,3
2020-04-15,active,hospital,[20 - 29],1,6
2020-04-15,active,hospital,[30 - 39],4,14
2020-04-15,active,hospital,[40 - 49],5,16
2020-04-15,active,hospital,[50 - 59],9,28
2020-04-15,active,hospital,[60 - 69],13,37
2020-04-15,active,hospital,[70 - 79],12,33
2020-04-15,active,hospital,80+,7,21
2020-04-15,active,hospital,total,53,133
2020-04-15,active,icu,[0 - 9],0,0
2020-04-15,active,icu,[10 - 19],0,0
2020-04-15,active,icu,[20 - 29],0,1
2020-04-15,active,icu,[30 - 39],0,1
2020-04-15,active,icu,[40 - 49],0,2
2020-04-15,active,icu,[50 - 59],0,4
2020-04-15,active,icu,[60 - 69],1,6
2020-04-15,active,icu,[70 - 79],1,8
2020-04-15,active,icu,80+,0,6
2020-04-15,active,icu,total,4,16
2020-04-15,cumulative,cases,[0 - 9],254,458
2020-04-15,cumulative,cases,[10 - 19],266,468
2020-04-15,cumulative,cases,[20 - 29],324,586
2020-04-15,cumulative,cases,[30 - 39],308,558
2020-04-15,cumulative,cases,[40 - 49],271,489
2020-04-15,cumulative,cases,[50 - 59],253,459
2020-04-15,cumulative,cases,[60 - 69],217,389
2020-04-15,cumulative,cases,[70 - 79],133,243
2020-04-15,cumulative,cases,80+,72,134
2020-04-15,cumulative,cases,total,2096.111761406674,3711.8219027518953
2020-04-15,cumulative,hospital,[0 - 9],0,2
2020-04-15,cumulative,hospital,[10 - 19],1,3
2020-04-15,cumulative,hospital,[20 - 29],4,9
2020-04-15,cumulative,hospital,[30 - 39],9,19
2020-04-15,cumulative,hospital,[40 - 49],12,24
2020-04-15,cumulative,hospital,[50 - 59],24,44
2020-04-15,cumulative,hospital,[60 - 69],34,58
2020-04-15,cumulative,hospital,[70 - 79],29,55
2020-04-15,cumulative,hospital,80+,18,34
2020-04-15,cumulative,hospital,total,132,231
2020-04-15,cumulative,icu,[0 - 9],0,0
2020-04-15,cumulative,icu,[10 - 19],0,0
2020-04-15,cumulative,icu,[20 - 29],0,1
2020-04-15,cumulative,icu,[30 - 39],0,2
2020-04-15,cumulative,icu,[40 - 49],0,2
2020-04-15,cumulative,icu,[50 - 59],2,6
2020-04-15,cumulative,icu,[60 - 69],5,11
2020-04-15,cumulative,icu,[70 - 79],7,14
2020-04-15,cumulative,icu,80+,5,10
2020-04-15,cumulative,icu,total,20,36
2020-04-16,active,cases,[0 - 9],134,326
2020-04-16,active,cases,[10 - 19],141,347
2020-04-16,active,cases,[20 - 29],170,411
2020-04-16,active,cases,[30 - 39],163,382
2020-04-16,active,cases,[40 - 49],141,340
2020-04-16,active,cases,[50 - 59],134,323
2020-04-16,active,cases,[60 - 69],114,272
2020-04-16,active,cases,[70 - 79],69,169
2020-04-16,active,cases,80+,38,92
2020-04-16,active,cases,total,1099.0802330430456,2634.0434857978157
2020-04-16,active,hospital,[0 - 9],0,1
2020-04-16,active,hospital,[10 - 19],0,2
2020-04-16,active,hospital,[20 - 29],1,6
2020-04-16,active,hospital,[30 - 39],3,13
2020-04-16,active,hospital,[40 - 49],4,15
2020-04-16,active,hospital,[50 - 59],8,27
2020-04-16,active,hospital,[60 - 69],11,37
2020-04-16,active,hospital,[70 - 79],10,33
2020-04-16,active,hospital,80+,6,21
2020-04-16,active,hospital,total,44,128
2020-04-16,active,icu,[0 - 9],0,0
2020-04-16,active,icu,[10 - 19],0,0
2020-04-16,active,icu,[20 - 29],0,0
2020-04-16,active,icu,[30 - 39],0,1
2020-04-16,active,icu,[40 - 49],0,2
2020-04-16,active,icu,[50 - 59],0,4
2020-04-16,active,icu,[60 - 69],0,6
2020-04-16,active,icu,[70 - 79],0,7
2020-04-16,active,icu,80+,0,6
2020-04-16,active,icu,total,4,16
2020-04-16,cumulative,cases,[0 - 9],259,458
2020-04-16,cumulative,cases,[10 - 19],264,473
2020-04-16,cumulative,cases,[20 - 29],324,599
2020-04-16,cumulative,cases,[30 - 39],308,547
2020-04-16,cumulative,cases,[40 - 49],272,489
2020-04-16,cumulative,cases,[50 - 59],255,465
2020-04-16,cumulative,cases,[60 - 69],217,383
2020-04-16,cumulative,cases,[70 - 79],133,243
2020-04-16,cumulative,cases,80+,73,132
2020-04-16,cumulative,cases,total,2106.512857436823,3749.72934358758
2020-04-16,cumulative,hospital,[0 - 9],0,2
2020-04-16,cumulative,hospital,[10 - 19],1,3
2020-04-16,cumulative,hospital,[20 - 29],4,9
2020-04-16,cumulative,hospital,[30 - 39],9,19
2020-04-16,cumulative,hospital,[40 - 49],13,25
2020-04-16,cumulative,hospital,[50 - 59],25,44
2020-04-16,cumulative,hospital,[60 - 69],34,61
2020-04-16,cumulative,hospital,[70 - 79],30,53
2020-04-16,cumulative,hospital,80+,19,35
2020-04-16,cumulative,hospital,total,134,227
2020-04-16,cumulative,icu,[0 - 9],0,0
2020-04-16,cumulative,icu,[10 - 19],0,0
2020-04-16,cumulative,icu,[20 - 29],0,1
2020-04-16,cumulative,icu,[30 - 39],0,2
2020-04-16,cumulative,icu,[40 - 49],0,2
2020-04-16,cumulative,icu,[50 - 59],2,6
2020-04-16,cumulative,icu,[60 - 69],5,11
2020-04-16,cumulative,icu,[70 - 79],7,14
2020-04-16,cumulative,icu,80+,5,11
2020-04-16,cumulative,icu,total,20,35
2020-04-17,active,cases,[0 - 9],124,319
2020-04-17,active,cases,[10 - 19],128,319
2020-04-17,active,cases,[20 - 29],156,395
2020-04-17,active,cases,[30 - 39],150,366
2020-04-17,active,cases,[40 - 49],130,336
2020-04-17,active,cases,[50 - 59],123,310
2020-04-17,active,cases,[60 - 69],103,263
2020-04-17,active,cases,[70 - 79],64,163
2020-04-17,active,cases,80+,35,90
2020-04-17,active,cases,total,1003.949693473246,2513.1351937697127
2020-04-17,active,hospital,[0 - 9],0,1
2020-04-17,active,hospital,[10 - 19],0,2
2020-04-17,active,hospital,[20 - 29],1,6
2020-04-17,active,hospital,[30 - 39],2,11
2020-04-17,active,hospital,[40 - 49],3,15
2020-04-17,active,hospital,[50 - 59],6,26
2020-04-17,active,hospital,[60 - 69],9,33
2020-04-17,active,hospital,[70 - 79],8,31
2020-04-17,active,hospital,80+,5,21
2020-04-17,active,hospital,total,36,126
2020-04-17,active,icu,[0 - 9],0,0
2020-04-17,active,icu,[10 - 19],0,0
2020-04-17,active,icu,[20 - 29],0,0
2020-04-17,active,icu,[30 - 39],0,1
2020-04-17,active,icu,[40 - 49],0,2
2020-04-17,active,icu,[50 - 59],0,3
2020-04-17,active,icu,[60 - 69],0,5
2020-04-17,active,icu,[70 - 79],0,7
2020-04-17,active,icu,80+,0,5
2020-04-17,active,icu,total,3,13
2020-04-17,cumulative,cases,[0 - 9],260,463
2020-04-17,cumulative,cases,[10 - 19],267,476
2020-04-17,cumulative,cases,[20 - 29],328,595
2020-04-17,cumulative,cases,[30 - 39],313,567
2020-04-17,cumulative,cases,[40 - 49],273,495
2020-04-17,cumulative,cases,[50 - 59],256,463
2020-04-17,cumulative,cases,[60 - 69],216,387
2020-04-17,cumulative,cases,[70 - 79],132,246
2020-04-17,cumulative,cases,80+,73,133
2020-04-17,cumulative,cases,total,2113.569187919576,3781.8589225308338
2020-04-17,cumulative,hospital,[0 - 9],0,2
2020-04-17,cumulative,hospital,[10 - 19],1,3
2020-04-17,cumulative,hospital,[20 - 29],4,9
2020-04-17,cumulative,hospital,[30 - 39],10,19
2020-04-17,cumulative,hospital,[40 - 49],13,26
2020-04-17,cumulative,hospital,[50 - 59],25,47
2020-04-17,cumulative,hospital,[60 - 69],35,63
2020-04-17,cumulative,hospital,[70 - 79],31,57
2020-04-17,cumulative,hospital,80+,19,37
2020-04-17,cumulative,hospital,total,137,238
2020-04-17,cumulative,icu,[0 - 9],0,0
2020-04-17,cumulative,icu,[10 - 19],0,0
2020-04-17,cumulative,icu,[20 - 29],0,1
2020-04-17,cumulative,icu,[30 - 39],0,2
2020-04-17,cumulative,icu,[40 - 49],0,2
2020-04-17,cumulative,icu,[50 - 59],2,7
2020-04-17,cumulative,icu,[60 - 69],5,11
2020-04-17,cumulative,icu,[70 - 79],7,15
2020-04-17,cumulative,icu,80+,5,11
2020-04-17,cumulative,icu,total,21,37
2020-04-18,active,cases,[0 - 9],113,297
2020-04-18,active,cases,[10 - 19],114,307
2020-04-18,active,cases,[20 - 29],144,370
2020-04-18,active,cases,[30 - 39],135,358
2020-04-18,active,cases,[40 - 49],119,312
2020-04-18,active,cases,[50 - 59],111,292
2020-04-18,active,cases,[60 - 69],93,244
2020-04-18,active,cases,[70 - 79],58,152
2020-04-18,active,cases,80+,31,87
2020-04-18,active,cases,total,908.8675828388191,2376.8654776845424
2020-04-18,active,hospital,[0 - 9],0,1
2020-04-18,active,hospital,[10 - 19],0,2
2020-04-18,active,hospital,[20 - 29],1,6
2020-04-18,active,hospital,[30 - 39],2,11
2020-04-18,active,hospital,[40 - 49],3,15
2020-04-18,active,hospital,[50 - 59],5,23
2020-04-18,active,hospital,[60 - 69],6,31
2020-04-18,active,hospital,[70 - 79],6,29
2020-04-18,active,hospital,80+,4,20
2020-04-18,active,hospital,total,29,110
2020-04-18,active,icu,[0 - 9],0,0
2020-04-18,active,icu,[10 - 19],0,0
2020-04-18,active,icu,[20 - 29],0,0
2020-04-18,active,icu,[30 - 39],0,1
2020-04-18,active,icu,[40 - 49],0,2
2020-04-18,active,icu,[50 - 59],0,3
2020-04-18,active,icu,[60 - 69],0,5
2020-04-18,active,icu,[70 - 79],0,6
2020-04-18,active,icu,80+,0,5
2020-04-18,active,icu,total,2,12
2020-04-18,cumulative,cases,[0 - 9],259,468
2020-04-18,cumulative,cases,[10 - 19],269,500
2020-04-18,cumulative,cases,[20 - 29],326,587
2020-04-18,cumulative,cases,[30 - 39],311,565
2020-04-18,cumulative,cases,[40 - 49],273,505
2020-04-18,cumulative,cases,[50 - 59],255,460
2020-04-18,cumulative,cases,[60 - 69],218,406
2020-04-18,cumulative,cases,[70 - 79],133,243
2020-04-18,cumulative,cases,80+,73,138
2020-04-18,cumulative,cases,total,2119.4161912072486,3809.0095297214357
2020-04-18,cumulative,hospital,[0 - 9],0,2
2020-04-18,cumulative,hospital,[10 - 19],1,3
2020-04-18,cumulative,hospital,[20 - 29],4,9
2020-04-18,cumulative,hospital,[30 - 39],10,20
2020-04-18,cumulative,hospital,[40 - 49],13,25
2020-04-18,cumulative,hospital,[50 - 59],26,47
2020-04-18,cumulative,hospital,[60 - 69],35,63
2020-04-18,cumulative,hospital,[70 - 79],32,56
2020-04-18,cumulative,hospital,80+,19,37
2020-04-18,cumulative,hospital,total,140,236
2020-04-18,cumulative,icu,[0 - 9],0,0
2020-04-18,cumulative,icu,[10 - 19],0,0
2020-04-18,cumulative,icu,[20 - 29],0,1
2020-04-18,cumulative,icu,[30 - 39],0,2
2020-04-18,cumulative,icu,[40 - 49],0,3
2020-04-18,cumulative,icu,[50 - 59],2,7
2020-04-18,cumulative,icu,[60 - 69],6,13
2020-04-18,cumulative,icu,[70 - 79],7,15
2020-04-18,cumulative,icu,80+,5,12
2020-04-18,cumulative,icu,total,21,40
2020-04-19,active,cases,[0 - 9],101,276
2020-04-19,active,cases,[10 - 19],104,278
2020-04-19,active,cases,[20 - 29],126,353
2020-04-19,active,cases,[30 - 39],120,319
2020-04-19,active,cases,[40 - 49],107,287
2020-04-19,active,cases,[50 - 59],100,270
2020-04-19,active,cases,[60 - 69],85,232
2020-04-19,active,cases,[70 - 79],52,145
2020-04-19,active,cases,80+,29,80
2020-04-19,active,cases,total,816.507929116394,2227.876239668945
2020-04-19,active,hospital,[0 - 9],0,1
2020-04-19,active,hospital,[10 - 19],0,2
2020-04-19,active,hospital,[20 - 29],0,5
2020-04-19,active,hospital,[30 - 39],1,10
2020-04-19,active,hospital,[40 - 49],1,13
2020-04-19,active,hospital,[50 - 59],3,21
2020-04-19,active,hospital,[60 - 69],4,28
2020-04-19,active,hospital,[70 - 79],3,23
2020-04-19,active,hospital,80+,2,17
2020-04-19,active,hospital,total,21,94
2020-04-19,active,icu,[0 - 9],0,0
2020-04-19,active,icu,[10 - 19],0,0
2020-04-19,active,icu,[20 - 29],0,0
2020-04-19,active,icu,[30 - 39],0,1
2020-04-19,active,icu,[40 - 49],0,1
2020-04-19,active,icu,[50 - 59],0,3
2020-04-19,active,icu,[60 - 69],0,5
2020-04-19,active,icu,[70 - 79],0,5
2020-04-19,active,icu,80+,0,4
2020-04-19,active,icu,total,2,11
2020-04-19,cumulative,cases,[0 - 9],260,489
2020-04-19,cumulative,cases,[10 - 19],268,488
2020-04-19,cumulative,cases,[20 - 29],331,595
2020-04-19,cumulative,cases,[30 - 39],310,563
2020-04-19,cumulative,cases,[40 - 49],274,502
2020-04-19,cumulative,cases,[50 - 59],257,469
2020-04-19,cumulative,cases,[60 - 69],219,397
2020-04-19,cumulative,cases,[70 - 79],133,244
2020-04-19,cumulative,cases,80+,73,135
2020-04-19,cumulative,cases,total,2124.2559755396856,3831.8944887508046
2020-04-19,cumulative,hospital,[0 - 9],0,1
2020-04-19,cumulative,hospital,[10 - 19],1,3
2020-04-19,cumulative,hospital,[20 - 29],4,9
2020-04-19,cumulative,hospital,[30 - 39],10,20
2020-04-19,cumulative,hospital,[40 - 49],13,26
2020-04-19,cumulative,hospital,[50 - 59],25,47
2020-04-19,cumulative,hospital,[60 - 69],35,62
2020-04-19,cumulative,hospital,[70 - 79],32,57
2020-04-19,cumulative,hospital,80+,19,38
2020-04-19,cumulative,hospital,total,140,245
2020-04-19,cumulative,icu,[0 - 9],0,0
2020-04-19,cumulative,icu,[10 - 19],0,0
2020-04-19,cumulative,icu,[20 - 29],0,1
2020-04-19,cumulative,icu,[30 - 39],0,2
2020-04-19,cumulative,icu,[40 - 49],0,3
2020-04-19,cumulative,icu,[50 - 59],2,6
2020-04-19,cumulative,icu,[60 - 69],5,13
2020-04-19,cumulative,icu,[70 - 79],7,15
2020-04-19,cumulative,icu,80+,5,12
2020-04-19,cumulative,icu,total,21,40
2020-04-20,active,cases,[0 - 9],90,264
2020-04-20,active,cases,[10 - 19],92,264
2020-04-20,active,cases,[20 - 29],114,319
2020-04-20,active,cases,[30 - 39],106,316
2020-04-20,active,cases,[40 - 49],95,266
2020-04-20,active,cases,[50 - 59],88,253
2020-04-20,active,cases,[60 - 69],74,216
2020-04-20,active,cases,[70 - 79],45,136
2020-04-20,active,cases,80+,25,75
2020-04-20,active,cases,total,725.8991674609347,2082.6959536198483
2020-04-20,active,hospital,[0 - 9],0,1
2020-04-20,active,hospital,[10 - 19],0,2
2020-04-20,active,hospital,[20 - 29],0,5
2020-04-20,active,hospital,[30 - 39],0,10
2020-04-20,active,hospital,[40 - 49],0,12
